,sentence,label,score
1087,pg.,Social - Labor_Practices,0.1017670258879661
1088,16: Tackling the Health Equity Gap Together  pg.,Governance - Systemic_Risk_Management,0.5703771114349365
1089,"29: Innovation and Global Health  HC-BP-240a.2 List of products on the WHO List of Prequalified Medicinal Products as part of its Prequalification of Medicines Programme (PQP) WHO Medicinal Products  WHO Prequalified Vaccines  Direct Response: To see the products pre-qualified,  perform a database search per manufacturer name.",Governance - Product_Design_And_Lifecycle_Management,0.3419796824455261
1090,Affordability & Pricing  HC-BP-240b.1 Number of settlements of Abbreviated New Drug Application (ANDA) litigation that involved payments and / or provisions to Pfizer is not reporting against this metric at this time.,Governance - Competitive_Behavior,0.7936659455299377
1091,delay bringing an authorized generic product to market for a defined time period  HC-BP-240b.2 Percentage change in: (1) average list price and (2) average net price across U.S.,,0.2583077549934387
1092,product portfolio compared to previous year pg.,Governance - Product_Design_And_Lifecycle_Management,0.7933894991874695
1093,54: Performance Data  HC-BP-240b.3 Percentage change in: (1) list price and (2) net price of product with largest increase compared to previous year Pfizer is not reporting against this metric at this time.,Governance - Product_Design_And_Lifecycle_Management,0.3991530239582062
1094,71 Pfizer 2022 ESG Report Appendix Pfizer  — Continued  SASB Code Metric Description Disclosure Location  Drug Safety  HC-BP-250a.1 List of products listed in the FDA’s MedWatch Safety Alerts for Human Medical Products database FDA MedWatch Safety Alerts for Human Medical Products database  HC-BP-250a.2 Number of fatalities associated with products as reported in the FDA Adverse Event Reporting System EDA Adverse Event Reporting System  HC-BP-250a.3 Number of recalls issued; total units recalled pq.,Social - Product_Quality_And_Safety,0.866272509098053
1095,"42: Ethics, Transparency, Quality  HC-BP-250a.4 Total amount of product accepted for takeback, reuse or disposal Pfizer is not reporting against this metric at this time.",Governance - Product_Design_And_Lifecycle_Management,0.6938669085502625
1096,"HC-BP-250a.5 Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (CGMP), by type Pfizer is not reporting against this metric at this time.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.5740675330162048
1097,Counterfeit Drugs  HC-BP-260a.1 Description of methods and technologies used to maintain traceability of products throughout the supply chain and pg.,Governance - Product_Design_And_Lifecycle_Management,0.1416722983121872
1098,"43: Ethics, Transparency, Quality  prevent counterfeiting  HC-BP-260a.2 Discussion of process for alerting customers and business partners of potential or known risks associated with counterfeit pg.",Governance - Business_Ethics,0.9089719653129578
1099,"43: Ethics, Transparency, Quality  products  HC-BP-260a.3 Number of actions that led to raids, seizure, arrests, and / or filing of criminal charges related to counterfeit products Pfizer is not reporting against this metric at this time.",Governance - Business_Ethics,0.90349018573761
1100,Ethical Marketing  HC-BP-270a.1 Total amount of monetary losses as a result of legal proceedings associated with false marketing claims Pfizer is not reporting against this metric at this time.,Governance - Business_Ethics,0.6065636277198792
1101,HC-BP-270a.2 Description of code of ethics governing promotion of off-label use of products pg.,Social - Selling_Practices_And_Product_Labeling,0.6769315600395203
1102,"38: Ethics, Transparency, Quality  Direct Response: Our Global Policy covers information on  ethical marketing and off-label promotion.",Governance - Business_Ethics,0.9333703517913818
1103,"Furthermore, we  disclose several policies and information that address ethical  marketing and promotion of off-label use of products.",Social - Selling_Practices_And_Product_Labeling,0.7784144282341003
1104,"Employee Recruitment, Development, and Retention  HC-BP-330a.1 Discussion of talent recruitment and retention efforts for scientists and research and development personnel pg.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9676017761230468
1105,"33 -35: Human Capital  HC-BP-330a.2 (1) Voluntary and (2) involuntary turnover rate for: (a) executives / senior managers, (b) midlevel managers, (c) pq.",Social - Labor_Practices,0.3398397862911224
1106,"56: Performance Data  professionals, and (d) all others  72 Pfizer 2022 ESG Report Appendix Pfizer  SASB Code Metric Description Disclosure Location  Supply Chain Management  HC-BP-430a.1 Percentage of (1) entity’s facilities and (2) Tier I suppliers’ facilities participating in the Rx-360 International Pharmaceutical Pfizer is not reporting against this metric at this time.",Social - Supply_Chain_Management,0.9466969966888428
1107,Supply Chain Consortium audit program or equivalent third-party audit programs for integrity of supply chain and ingredients  Business Ethics  HC-BP-510a.1 Total amount of monetary losses as a result of legal proceedings associated with corruption and bribery Pfizer is not reporting against this metric at this time.,Governance - Business_Ethics,0.9750746488571168
1108,HC-BP-510a.2 Description of code of ethics governing interactions with healthcare professionals pq.,Governance - Business_Ethics,0.966602087020874
1109,"38: Ethics, Transparency, Quality  Activity Metrics  HC-BP-000.A Number of patients treated pg.",Governance - Business_Ethics,0.966754138469696
1110,29: Innovation and Global Health  pg.,Governance - Business_Model_Resilience,0.3469119071960449
1111,54: Performance Data  HC-BP-000.B Number of drugs (1) in portfolio and (2) in research and development (Phases 1-3) pg.,Social - Selling_Practices_And_Product_Labeling,0.3568335771560669
1112,"27: Innovation and Global Health  Other Relevant Industry Standards (not currently reported under SASB, but included in ESG report) pg.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2116210758686065
1113,52: Performance Data  Healthcare: Drug Retailers - Drug Supply Chain Integrity  HC-DR-250a.1.,Social - Supply_Chain_Management,0.9497461318969728
1114,Description of efforts to reduce the occurrence of compromised drugs within the supply chain pq.,Social - Supply_Chain_Management,0.8540312051773071
1115,"43: Ethics, Transparency, Quality  Services: Professional & Commercial Services - Workforce Diversity & Engagement  SV-PS-330a.1.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9341458082199096
1116,Percentage of gender and racial / ethnic group representation for (1) executive management and (2) all other pg.,Social - Employee_Engagement_Inclusion_And_Diversity,0.974911332130432
1117,35: Human Capital  employees pg.,Governance - Competitive_Behavior,0.3311018049716949
1118,54; Performance Data  SV-PS-330a.3.,Environmental - Energy_Management,0.3058226704597473
1119,Employee engagement as a percentage pg.,Social - Employee_Engagement_Inclusion_And_Diversity,0.926000475883484
1120,33: Human Capital  pg.,Governance - Competitive_Behavior,0.679620623588562
1121,"56: Performance Data  73 Pfizer 2022 ESG Report Appendix =] Pfizer  Pfizer recognizes the significant risks posed by climate  change, including potential adverse impacts on human  health, increasing frequency of severe weather events  impacting communities, personnel and operations, and  the potential disruption of value chains critical to providing  medicines and vaccines to patients.",Environmental - Physical_Impacts_Of_Climate_Change,0.9480866193771362
1122,That's why we have  made long-standing commitments to climate action through  resource conservation and greenhouse gas (GHG) emission  reductions.,Environmental - GHG_Emissions,0.9697769284248352
1123,"Over the period 2001 - 2021 we reduced  our Scope 1 & 2 greenhouse gas emissions by 64%, fully  delivering three generations of GHG goals.",Environmental - GHG_Emissions,0.96984201669693
1124,"In 2015, we were  one of the first companies to have our then GHG emissions  reduction goal approved by the Science Based Targets  Initiative (SBTi), and we remain committed to developing  and implementing a science-based climate action strategy.",Environmental - GHG_Emissions,0.9646853804588318
1125,"In June 2022 we announced our ambition to achieve the  voluntary Net-Zero standard by 2040, 10 years ahead of the  timeline outlined in the standard.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7758233547210693
1126,"In addition, as described in  our Climate Change Position Statement, we aim to conduct  robust risk assessments to safeguard resiliency of our  research, manufacturing, and commercial activities and to  transparently report on our progress, risks, and opportunities  aligned with Task Force on Climate-related Financial  Disclosure (TCFD) recommendations.",Environmental - Physical_Impacts_Of_Climate_Change,0.9003581404685974
1127,"Governance  Pfizer has embedded Environmental, Social & Governance  (ESG) principles into the company's strategy and has  identified climate change as one of six priorities in Pfizer's  ESG strategy.",Environmental - Physical_Impacts_Of_Climate_Change,0.9439877867698668
1128,"Our climate change strategy is championed by  the Executive Vice President, Chief Global Supply Officer, who  reports to the CEO.",Environmental - Physical_Impacts_Of_Climate_Change,0.9321630597114564
1129,"Implementation of the strategy is led and  managed by the Global Environment, Health and Safety (EHS)  team in partnership with Legal with active engagement of a  cross-disciplinary team of leaders representing Engineering,  Facilities, Sourcing, Scientific and Manufacturing lines, and  is integrated into Pfizer’s operational and risk management  processes as described below.",Social - Employee_Health_And_Safety,0.8775194883346558
1130,"74 Pfizer 2022 ESG Report Risk & Operational Governance:  The Governance & Sustainability Committee of the Board of  Directors, composed solely of independent directors, provides  oversight of Pfizer's ESG strategy and reporting and corporate  citizenship matters.",Governance - Director_Removal,0.3254226744174957
1131,The committee is regularly updated by  management on Pfizer's climate action program and progress  toward goals.,Environmental - Physical_Impacts_Of_Climate_Change,0.9126328229904176
1132,"Pfizer's Global Supply (PGS) Quality & Compliance Committee  (PGS QCC) reports key risks, including those related to  climate change, to the Executive Compliance Committee of  Pfizer's Executive Leadership Team, including the CEO, and  to the Regulatory and Compliance Committee of the Board  of Directors.",Environmental - Physical_Impacts_Of_Climate_Change,0.9418651461601256
1133,The PGS QCC risk management process also  informs Pfizer’s Enterprise Risk Management (ERM) program.,Governance - Systemic_Risk_Management,0.7923739552497864
1134,"Pfizer's ERM program provides a framework for risk  identification and management of significant risks,  including risks related to climate change and the long-  term sustainability of the business.",Environmental - Physical_Impacts_Of_Climate_Change,0.9469703435897828
1135,"Each risk is assigned to  a member or members, as appropriate, of the Executive  Leadership Team.",Governance - Director_Removal,0.6353094577789307
1136,"The Audit Committee of the Board of  Directors, composed solely of independent directors, has  primary responsibility for overseeing Pfizer's ERM program.",Governance - Director_Removal,0.7536923289299011
1137,"Periodically, the Regulatory and Compliance Committee  and the Audit Committee hold joint sessions to discuss risks  relevant to both committees’ areas of risk oversight, including  an annual discussion of the ERM program.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7372552156448364
1138,The board is kept  informed of its committees’ risk oversight and other activities  through reports by the committee chairs to the full board.,Governance - Director_Removal,0.4505142569541931
1139,Pfizer’s integration of climate change into divisional and  enterprise risk management processes includes reviewing  risks that could be material to the company to support U.S.,Environmental - Physical_Impacts_Of_Climate_Change,0.9566631317138672
1140,Securities and Exchange Commission (SEC) 10-K reporting.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8267625570297241
1141,More information on the risk assessment process for climate  change is provided in the risk assessment section below.,Environmental - Physical_Impacts_Of_Climate_Change,0.9555337429046632
1142,"Manufacturing at our internal network of sites, managed  by PGS, accounts for over 70% of the company's energy  consumption and GHG emissions.",Environmental - GHG_Emissions,0.9315237402915956
1143,"The Executive Vice  Appendix President, Chief Global Supply Officer leads Pfizer's  manufacturing and supply chain, serves as the executive  sponsor of climate change risk management and has  operational control over PGS operations and strategy,  including operating expenses (OPEX) and capital expense  (CAPEX) investment in GHG emission reduction projects.",Environmental - GHG_Emissions,0.7761921286582947
1144,Environmental sustainability has been integrated into Pfizer's  business strategy and GHG emissions reduction is monitored  as a key performance indicator.,Environmental - GHG_Emissions,0.967253804206848
1145,"In 2022, an ESG modifier that  includes a climate performance KPI was added to Pfizer’s  annual performance-based variable bonus program to  support Pfizer’s commitment to reducing GHG emissions.",Environmental - GHG_Emissions,0.967909574508667
1146,"ESG Governance:  The ESG function within Pfizer and its cross-functional  governing committees (at the senior management and  the executive level) have responsibility for considering and  adopting potential goals and targets, with escalation to the  Governance & Sustainability Committee (G&SC) of the Board,  based on input from experienced subject matter experts and  advisors.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2869468927383423
1147,"Our cross-functional Sustainability Steering Committee,  chaired by our Chief Sustainability Officer, advises on key  issues and guides the integration and implementation  of Pfizer's non-financial reporting related to ESG.",Governance - Business_Model_Resilience,0.5986403822898865
1148,"This  Committee is overseen by a chartered Executive Sustainability  Committee, chaired by the Executive Leadership Team  member leading Corporate Affairs, who reports directly to the  Chairman and CEO.",Governance - Director_Removal,0.6546140909194946
1149,"Strategy  Our Scenario Analysis Process  To improve the understanding of Pfizer's resilience to the  impacts of climate change, we conducted an in-depth  assessment of our exposure to physical and transition risks  and opportunities using scenario analysis; informed by data  modelling insights from a global sustainability consultancy.",Governance - Business_Model_Resilience,0.4711890518665313
1150,"eS Pfizer  — Continued > Appendix >  Table 1  Aligned with TCFD guidance, we assessed risks and  opportunities on a short- (2030) and long-term (2050) basis, } } .",Governance - Systemic_Risk_Management,0.7304369211196899
1151,}  while also considering transition risks and opportunities on a Type Scenario 2100 Warming Description Key Parameters & Assumptions  medium-term basis (2040).,Governance - Systemic_Risk_Management,0.504008412361145
1152,"This is aligned with our strategic  2040 Net-Zero planning, international and national climate Physical IPCC +1.8°C This scenario is aligned to the * Global Net-Zero reached  policy milestones, and the expected lifetime of our assets.",Environmental - Physical_Impacts_Of_Climate_Change,0.305666983127594
1153,SSP1-2.6 current commitments under in 2050  the Paris Agreement.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.6624996066093445
1154,"The , Renewables account for  ; ; ; ; ; world shifts towards a more more than half of the  The scenario analysis began with the identification of sustainable path, emphasizing energy supply by 2050  relevant physical and transition risks and opportunities that more inclusive development, + Few challenges to  could have a potential impact on our business.",Environmental - Energy_Management,0.5474900603294373
1155,Each risk driven by an Peeing crimate mitigation and  and opportunity was qualitatively assessed using impact evelopment goals eying adaptation  and uncertainty ratings and validated with a wide range of  stakeholders representing different Pfizer functions and  divisions.,Governance - Systemic_Risk_Management,0.5414503216743469
1156,"Impact ratings were assigned using the same IPCC +4.4°C This is a high emissions * Energy demand triples  categorizations applied in our enterprise risk management SSP5-8.5 scenario with no additional by 2100, dominated by climate policy (business-as- fossil fuels  framework.",Environmental - Physical_Impacts_Of_Climate_Change,0.8158225417137146
1157,usual).,Governance - Systemic_Risk_Management,0.1187617257237434
1158,"The push for economic ° Current atmospheric CO,  and social development is levels double by 2050  As climate scenarios are inherently uncertain, the scenario couple wit ine exploration of , Many challenges to  analysis considered the full range of potential impacts and the adoption of tecourea.",Environmental - Physical_Impacts_Of_Climate_Change,0.7674490809440613
1159,with few challenges to  from all scenarios without considering the likelihood and energy intensive lifestyles adaptation  of each scenario developing.,Environmental - Energy_Management,0.9318251609802246
1160,The top 20 potential risks around the world.,Governance - Systemic_Risk_Management,0.9184783697128296
1161,"and opportunities were prioritized based on the impact-  ay ng ier a eeeper dive using specific ‘bed in Transition NGFS Current +3°C This scenario assumes that * — Emissions peak in 2080  ata, USINg physical an transition scenarios described In Policies (CP) only currently implemented , IPCC's SSP2 ‘Middle of  Table 1.",Environmental - GHG_Emissions,0.580024003982544
1162,"policies are preserved, with an the Road’ socioeconomic  expected temperature outcome assumptions adjusted for  .",Governance - Management_Of_Legal_And_Regulatory_Framework,0.3818100392818451
1163,eae .,Governance - Management_Of_Legal_And_Regulatory_Framework,0.2305118590593338
1164,.,Governance - Product_Design_And_Lifecycle_Management,0.0769689232110977
1165,.,Governance - Product_Design_And_Lifecycle_Management,0.0769689232110977
1166,.,Governance - Product_Design_And_Lifecycle_Management,0.0769689232110977
1167,.,Governance - Product_Design_And_Lifecycle_Management,0.0769689232110977
1168,"~3° - i 1 For each prioritized item, a scenario indicator was assigned, of ~3°C.",Environmental - GHG_Emissions,0.2968237400054931
1169,COVID-19 impact  acting as a proxy to explore how it may develop in each  scenario.,Governance - Business_Model_Resilience,0.4438747465610504
1170,"These were combined with exposure ratings, NGFS Net- +1.5°C This is an ambitious scenario * Ambitious climate  derived from the assigned impact rating, to give an overall Zero 2050 that limits global warming policy is introduced  risk / opportunity rating at each timeframe.",Environmental - Physical_Impacts_Of_Climate_Change,0.7693083882331848
1171,Items rated a (NZ 2050) to 1.5 °C through stringent immediately  high risk / opportunity at any timeframe are described in  Table 2.,Governance - Systemic_Risk_Management,0.8176905512809753
1172,1 NGFS Climate Scenarios for central banks and supervisors.,Environmental - Physical_Impacts_Of_Climate_Change,0.8285894989967346
1173,"Network for Greening the Financial System, June 2021, p.",Governance - Systemic_Risk_Management,0.3036741316318512
1174,21.,Governance - Competitive_Behavior,0.1996401846408844
1175,"75 Pfizer 2022 ESG Report Appendix climate policies and innovation,  reaching Net-Zero CO2  emissions around 2050.",Environmental - GHG_Emissions,0.5790852308273315
1176,° Global Net-Zero reached  in 2050  .,Environmental - Energy_Management,0.2216191589832306
1177,"IPCC's SSP2 ‘Middle of  the Road’ socioeconomic  assumptions adjusted for  COVID-19 impact’  =] Pfizer  Table 2  Risk or opportunity  Transition Risk -  Carbon pricing  mechanisms  Transition Risk -  Stakeholder  pressure to  decarbonize capital  assets  Transition Risk -  Increasing  energy price  volatility  Transition Risk -  Increasing demand  for low-carbon  products  76 Pfizer 2022 ESG Report TCFD Category  Policy & Legal  Technology  Resource  Efficiency  Market Description  As policymakers implement carbon pricing mechanisms in  more geographies, as well as increase the weight and scope  of these mechanisms, Pfizer is increasingly exposed to the  cost of carbon in our operations and could be exposed to  pass-through costs in the supply chain.",Social - Supply_Chain_Management,0.3809302747249603
1178,"Carbon prices are  expected to increase dramatically in a Net-Zero scenario,  reaching upwards of $200 / mtCO,e.",Governance - Competitive_Behavior,0.2297454625368118
1179,A growing need to decarbonize and reach Net-Zero to meet  both internal Net-Zero targets and external stakeholder  pressure will require large investment to decarbonize capital  assets.,Governance - Systemic_Risk_Management,0.4132986068725586
1180,"This could include replacing production equipment  with equipment that is newer and more efficient, runs on  renewables or alternative fuel sources, or is electrically  powered.",Environmental - Energy_Management,0.9388591647148132
1181,"In the NZ2050 scenario, emissions in the chemicals  sector decrease significantly, from almost 3,000M mtco,  in 2020 to less than 500M mtCO, in 2040.",Environmental - GHG_Emissions,0.8849086165428162
1182,Achieving  this emissions reduction will require significant capital  investment.,Environmental - GHG_Emissions,0.5802068710327148
1183,Atransition away from fossil fuels may result in volatile  energy and fuel prices.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.5019970536231995
1184,"Rapid shifts away from fossil fuel  supplies without adequate low-carbon energy infrastructure  in place could lead to supply constraints, which may be  exacerbated in a disorderly scenario.",Social - Supply_Chain_Management,0.6779106259346008
1185,"Gas price increases  sharply in the NZ2050 scenario reaching almost $30 /  gigajoule (GJ) in 2050, more than double the gas price in the  CP scenario ($12.5 / GJ).",Environmental - GHG_Emissions,0.8337798118591309
1186,"An increasing number of national healthcare systems and  countries have announced targets to become Net-Zero by  future dates, e.g., NHS England 2050 Net-Zero target which  may impose additional requirements of their suppliers and  a preference for low-carbon goods.",Social - Supply_Chain_Management,0.6743236184120178
1187,There may be increasing  pressure to decarbonize products across their whole life  cycle including Scope 3 emissions.,Governance - Product_Design_And_Lifecycle_Management,0.956333339214325
1188,"As ~80% of Pfizer's  emissions are Scope 3, there is additional complexity in  producing low-carbon products as it relies on suppliers  decarbonizing their operations.",Governance - Product_Design_And_Lifecycle_Management,0.882983386516571
1189,"Competitor products with  lower emissions intensity / lower energy demand than  Pfizer products may lead to substitution of Pfizer products,  resulting in reduced revenues.",Governance - Product_Design_And_Lifecycle_Management,0.9533241391181946
1190,"Appendix Scenario & Risk / Opportunity Rating  2030:  2040:  2050:  2030:  2040:  2050:  2030:  2040:  2050:  2030:  2040:  2050: High risk  High risk  High risk  Medium risk  High risk  High risk  Medium risk  High risk  High risk  Medium risk  High risk  High risk Potential Financial Impact  Increased direct costs and increased  indirect (operating) costs  Increased capital expenditures, decreased  asset value or asset useful life leading to  write-offs, and asset impairment or early  retirement of existing assets  Increased direct costs  Decreased revenues due to reduced  demand for products and services  =] Pfizer  Table 2 - continued  Risk or opportunity  Transition  Opportunity -  Increased resilience  to energy and fuel  price volatility  Transition  Opportunity -  Increasing demand  for low-carbon  products  Physical Risk - Water  scarcity and drought  impact on operations  77 Pfizer 2022 ESG Report TCFD Category  Resource  Efficiency  Market  Chronic physical Description  Through replacing our capital assets to become more  efficient and use alternative fuel sources, Pfizer could  increase resilience to volatile fuel and energy prices  resulting from the low-carbon transition and increase  returns on investment in low-emissions technology.",Governance - Business_Model_Resilience,0.5309378504753113
1191,"Gas  price increases sharply in the NZ2050 scenario reaching  almost $30 / GJ in 2050, more than double the gas price  in the CP scenario ($12.5 / GJ).",Environmental - GHG_Emissions,0.8251544237136841
1192,"Transitioning from gas to  alternative sources of heating therefore is a cost savings,  reducing Pfizer's exposure to increasing gas prices.",Environmental - Energy_Management,0.6105631589889526
1193,Fuel  prices would be expected to follow a similar trajectory.,Environmental - Energy_Management,0.3960635662078857
1194,"An increasing number of national healthcare systems and  countries have announced targets to become Net-Zero  by future dates, e.g., 2050 including in their supply chain  i.e., the suppliers and pharmaceutical products used by  healthcare providers.",Social - Supply_Chain_Management,0.9013786911964417
1195,Healthcare systems may therefore  prefer or require suppliers to provide low-carbon products.,Governance - Product_Design_And_Lifecycle_Management,0.9343273043632508
1196,"If Pfizer's products are demonstrably lower in carbon  than competitors, this may lead to increased demand for  products and increase revenue.",Governance - Product_Design_And_Lifecycle_Management,0.8763706088066101
1197,"Higher temperatures and more extreme, less predictable,  weather conditions under climate change are expected to  affect water availability by altering the distribution of  rainfall, snowmelt, river flows and groundwater.",Environmental - Water_And_Wastewater_Management,0.9104949235916138
1198,"A lower  availability of water may heighten potential financial risk for  Pfizer by increasing water costs, and / or reducing revenue  due to production shutdowns.",Environmental - Water_And_Wastewater_Management,0.9762743711471558
1199,"By 2030, under a high emissions scenario, almost half of  the 40 manufacturing and research and development sites  assessed during the scenario analysis are shown to be ata  high risk of water scarcity and drought.",Environmental - Water_And_Wastewater_Management,0.966510772705078
1200,"Appendix Scenario & Risk / Opportunity Rating  2030: High opportunity  2040: High opportunity  2050: High opportunity  2030: Medium opportunity  2040: High opportunity  2050: High opportunity  2030: High risk  2050: High risk Potential Financial Impact  Decreased direct costs and increased  demand for products and services  Increased revenues resulting  from increased demand for  products and services  Increased direct (operating) costs and  decreased revenues due to reduced  production capacity  =] Pfizer  Table 2 - continued  Risk or opportunity  Physical Risk - River  and extreme rainfall  flooding impact  on operations and  supply chain Acute physical  Physical Risk -  Extreme heat impact  on operations and  supply chain Acute physical  78 Pfizer 2022 ESG Report TCFD Category Description  Extreme weather events, including high levels of  precipitation and extreme rainfall, are projected to increase  due to climate change.",Environmental - Physical_Impacts_Of_Climate_Change,0.6628758311271667
1201,"This is likely to heighten both the  frequency and intensity of flooding, increasing the risk of  physical damage to infrastructure, and / or supply chain  disruption.",Social - Supply_Chain_Management,0.610058069229126
1202,"By 2030, under a high emissions scenario, 7 of the 36  manufacturing sites assessed during the scenario analysis  are shown to be at a high risk of flooding.",Environmental - Water_And_Wastewater_Management,0.2929801344871521
1203,Maximum temperatures and the frequency of extreme  heat events are anticipated to rise globally due to climate  change.,Environmental - Physical_Impacts_Of_Climate_Change,0.8940748572349548
1204,"A higher prevalence of this hazard may increase  potential financial risk for Pfizer by increasing operating  costs associated with running air conditioning, or backup  generators if electricity supply is interrupted, and/or  reducing revenue due to production shutdowns.",Environmental - Energy_Management,0.7087370157241821
1205,"By 2050, under a high emissions scenario, eight of the  40 manufacturing and research and development sites  assessed during the scenario analysis are shown to be ata  high risk of extreme heat.",Environmental - GHG_Emissions,0.6884300112724304
1206,"Appendix Scenario & Risk / Opportunity Rating  2030: High risk  2050: High risk  2030: Low risk  2050: High risk Potential Financial Impact  Increased capital expenditures, increased  direct (operating) costs, decreased asset  value or asset useful life leading to write-  offs, and decreased revenues due to  reduced production capacity  Increased direct costs and decreased  revenues due to reduced production  capacity.",Governance - Systemic_Risk_Management,0.2698629796504974
1207,"=] Pfizer  — Continued  Strategic Resilience Under Climate Scenarios  Following the findings from the scenario analysis, we consider  our current business model and strategy to be resilient under  the assessed scenarios.",Governance - Business_Model_Resilience,0.9220701456069946
1208,A number of risks and opportunities were found to have  potential impact on financial performance and financial  position for which mitigation measures have been identified.,Governance - Systemic_Risk_Management,0.924375593662262
1209,"To further understand the financial impact of these risks,  Pfizer has begun a pilot to quantify the financial impact of  selected potentially significant items.",Governance - Systemic_Risk_Management,0.9351358413696288
1210,"We will evaluate the  findings from the pilot, refine the methodologies and data  sources, and expand quantification to other items in the  next year.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2662561535835266
1211,"Physical climate risks are currently managed through our  Loss Prevention and Business Resilience programs, described  in further detail under Risk Management.",Governance - Business_Model_Resilience,0.8586233258247375
1212,We continue to  review these programs considering the scenario analysis to  assess whether further measures could be required.,Environmental - Physical_Impacts_Of_Climate_Change,0.4153026640415191
1213,"By achieving our Net-Zero goal we can mitigate many  transition risks and maximize transition opportunities  identified in the scenario analysis (e.g., meeting an increased  demand for low-carbon products and minimizing our  exposure to volatile energy prices).",Governance - Product_Design_And_Lifecycle_Management,0.8236975073814392
1214,We plan to publish a  transition plan summarizing the strategies and actions we are  taking to achieve our goal.,Governance - Business_Model_Resilience,0.7339339256286621
1215,It should be noted that there are key uncertainties associated  with using global climate models to project the effects  of physical risks on our business strategy.,Environmental - Physical_Impacts_Of_Climate_Change,0.8689782023429871
1216,These include  uncertainties in how:  * Future emissions could lead to changes in the global  climate system;  * Changes in this larger system may evolve for us  locally; and * Climate hazards could manifest due to natural variability  which is not fully captured by the models.,Environmental - Physical_Impacts_Of_Climate_Change,0.773061215877533
1217,Trends in some physical climate hazards are also more  difficult to project than others.,Environmental - Physical_Impacts_Of_Climate_Change,0.886137843132019
1218,"For example, hazards driven  by rainfall variables (e.g., flooding, water stress and drought)  are more uncertain than those related to temperature  variables (e.g., extreme heat) as they depend on the response  of regional atmospheric circulations to global warming.”  Key uncertainties that could influence our resilience to  transition risks and opportunities include:  * How quickly our suppliers can decarbonize; given that  80% of our emissions are in the value chain rather than  in our direct operations;  * How quickly technology will become commercially  available to decarbonize our company hard to abate  processes; and  * How healthcare systems and services will implement  Net-Zero requirements in the supply chain.",Social - Supply_Chain_Management,0.9152703285217284
1219,"Impact of Climate-related Risks and Opportunities on our  Businesses, Strategy, and Financial Planning  Climate-related risks and opportunities have influenced  Pfizer's business strategy and are incorporated into  financial planning.",Environmental - Physical_Impacts_Of_Climate_Change,0.9471194744110109
1220,"* In 2020, Pfizer completed a $1.25 billion ten-year  sustainability bond, a first for a biopharmaceutical  company.",Governance - Business_Model_Resilience,0.3228873610496521
1221,"Proceeds from the bond are being used to  help manage our environmental impact and support  increased patient access to Pfizer's medicines and  vaccines, especially among underserved populations,  and strengthen healthcare systems.",Social - Access_And_Affordability,0.947789192199707
1222,"As of December 31,  2022, the net proceeds of approximately $1.24 billion  from the March 2020 Sustainability Bond were fully allocated, funding a portion of the aggregate spend  of $1.275 billion.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7639016509056091
1223,Certain of these funds have been  allocated to more environmentally efficient design and  construction of a new office and manufacturing facility  (a breakdown of the specific allocation of funds can be  found on page 59).,Environmental - Energy_Management,0.4360606968402862
1224,Pfizer responds to numerous requests for environmental  performance information from current customers  and as part of tenders.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.4026699960231781
1225,"While the level of influence  that our environmental performance has on customer  purchasing decisions has not been fully quantified, the  number of customer and tender inquiries has been  observed to increase each year.",Governance - Business_Model_Resilience,0.3502916693687439
1226,Annual targets are established for energy conservation  project savings.,Environmental - Energy_Management,0.9679604768753052
1227,Our medium and large sites are required  to maintain master plans that identify opportunities  for emission reductions.,Environmental - Air_Quality,0.938684105873108
1228,These projects are reviewed  through our capital project appropriation process.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8081722259521484
1229,The costs to implement these projects as well as the  expected cost savings are included in the site’s operating  budgets and / or capital plans as appropriate.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.5993798971176147
1230,Our Loss Prevention and Business Resilience programs  assess and manage potential impacts of acute and  chronic physical risks on our operations.,Governance - Business_Model_Resilience,0.9192566871643066
1231,Assessments  are refreshed annually.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.2815359532833099
1232,Costs to maintain Pfizer's risk  engineering provider is estimated at $0.3M annually.,Governance - Systemic_Risk_Management,0.8979913592338562
1233,"Costs relating to property protection and supply chain  management are annualized, expected to be incurred  annually and are incorporated into existing budgets.",Social - Supply_Chain_Management,0.9482476115226746
1234,Site protection systems improvements and maintenance  costs are estimated at $0.1M annually.,Environmental - Ecological_Impacts,0.8375320434570312
1235,Direct staff costs  related to managing this risk is estimated at $2.0M  annually.,Governance - Systemic_Risk_Management,0.2285365313291549
