esg_text,labels
This includes both end-of-life products  generated by IBM and its clients.,['Governance - Transparency & Reporting']
"Since we began reporting on product disposal in 1995,  IBM has processed 1.14 million mt (2.51 billion pounds) of  products and product waste worldwide.",['Governance - Business Ethics']
"Product Reuse and Recycling  Total end-of-life products and product waste processed (mt x 1,000) Remediation  When groundwater contamination was first discovered at  one of our sites in 1977, we voluntarily initiated  groundwater monitoring at our manufacturing and  development locations worldwide and that practice  continues today.",['Governance - Business Ethics']
We are committed to taking proactive  measures to prevent environmental contamination from  our operations and are taking swift action to clean up  environmental contamination found at 3 current IBM  locations and 17 formerly-owned locations where we  retain responsibility for environmental remediation.,['Governance - Business Ethics']
Under the U.S.,['No Label']
"Superfund law, we are involved in  remediation activities at some third-party sites in the U.S.",['No Label']
"The Superfund law creates retroactive responsibility for all  parties that may have sent waste or otherwise contributed  to contamination at a site, regardless of whether the site’s  operations and/or the shipments of waste to that site were  legal, or even best practices, at the time.",['Governance - Business Ethics']
"Currently, we are  participating in remediation activities or bear some  financial responsibility at 15 Supertund sites.",['Social - Customer Relations']
"2019 2020 2021 2022 2023  20.8 16.9 18.0 12.4 12.4  % By weight of total end-of-life products and product waste sent by IBM’s 0.8% 0.5% 0.3% 0.4% 0.7%  product end-of-life operations to landfill or incineration for treatment (goal  not to exceed a combined 3% by weight) 2023 Product End-of-Life Processing Methods  2.5% | 0.7%  Waste-to- Landfill or  energy incineration  5.2%  Reused  29.9%  Resold  61.7%  Sent for  recycling   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Supply Chain  Environmental Responsibility  IBM has long committed to doing  business with suppliers who conduct  themselves with high standards of ethical,  environmental, and social responsibility.",['Governance - Business Ethics']
We support this commitment by setting  specific environmental requirements for  our suppliers and by partnering with them  to drive continual improvement.,['Governance - Materiality']
"Environmental Goals for Suppliers  Since 2010, IBM has required first-tier suppliers to  establish their own environmental management systems,  as well as set, and publicly disclose progress on,  quantifiable goals for energy management, GHG emissions  reduction and waste management.",['Governance - Board Diversity']
We also established the  following additional goals to help accelerate GHG  emissions reduction in our supply chain and to encourage  suppliers to take ownership and build their capabilities  across a broad range of sustainability topics.,['Governance - Board Diversity']
"Require key suppliers in emissions-intensive business  sectors to set an emissions reduction goal by 2022,  addressing their Scope 1 and Scope 2 GHG emissions,  that is aligned with scientific recommendations from the  UN IPCC to limit Earth’s warming to 1.5 degrees Celsius  above pre-industrial levels.",['Governance - Board Diversity']
"- As of year-end 2023, 98% of the key logistics, airline,  hotel, production, and technology product suppliers  in scope of IBM’s goal demonstrated that they have  set GHG emissions reduction goals.",['Governance - Board Diversity']
We will continue  to engage with the remaining 2% of in-scope  suppliers and track the status of their goal setting  process through completion.,['Governance - Materiality']
"Establish, by year-end 2021, individual baselines for  fleet carbon intensity with each key carrier and  shipment supplier involved with our product distribution  globally.",['Governance - Transparency & Reporting']
"Starting in 2022, convene with each supplier to  set a fleet carbon intensity reduction target covering the  services they provide to IBM.",['Governance - Materiality']
- Both goals were completed.,['No Label']
"In 2021, we engaged  each of our key carrier and shipment suppliers to  better understand their GHG emissions reduction  programs and fleet carbon intensity baselines for  their respective logistics operations.",['Governance - Board Diversity']
"During 2022, we  validated that these suppliers had GHG emissions  reduction targets in place, either based on fleet  carbon intensity or based on total absolute GHG  emissions, covering the services they provide to IBM.",['Governance - Board Diversity']
- Convene an annual Sustainability Leadership  Symposium to recognize progress and achievement  among suppliers in emissions-intensive business  sectors across applicable areas of  environmental stewardship.,['Governance - Materiality']
"- InSeptember 2023, we held our second annual  symposium with the theme of innovative approaches  to waste reduction — an area that touches all  businesses and is key for preventing pollution and  reducing the consumption of natural resources.",['Governance - Business Ethics']
"We  had over 100 participants, including a diverse mix of  suppliers such as manufacturers, logistics providers,  facility service providers, hotels, and airlines.",['Governance - Materiality']
"The  symposium included 4 roundtable discussions  addressing: (1) Driving a circular economy through  procurement best practices (2) Pros, cons, and  challenges of zero waste to landfill certifications (3)  Strategies to minimize manufacturing waste, and (4)  Tools for tracking and measuring waste.",['Governance - Business Ethics']
"Governance  Social  Environment  Appendix  IBM 2023  ESG Report Solutions for  Sustainability  To track the many ways our technology and  innovation enable clients to improve their  environmental sustainability, we  established a goal in 2021 to document  100 client engagements or research  projects by 2025 in which IBM products,  capabilities, and solutions have enabled  demonstrable environmental benefits.",['Governance - Transparency & Reporting']
"At  year-end 2023, 72 such engagements or  projects had been documented.",['No Label']
IBM’s Sustainability Solutions  Companies across sectors are looking to transform their  business models by leveraging sustainability to meet the  growing demands of key stakeholders and customers.,['No Label']
"The  pursuit of net zero GHG emissions can only truly begin  when an organization is able to monitor, track, and report  on their energy use, GHG emissions, and associated goals,  so that they can take action.",['Governance - Board Diversity']
"IBM’s sustainability technology, consulting and research  capabilities can help make data more visible and  actionable.",['No Label']
"By leveraging AI and automation we can help  accelerate clients’ business objectives and sustainability  goals; increase productivity; reduce costs, waste,  and emissions—and help them meet their  regulatory requirements.",['Social - Customer Relations']
"When working with IBM, companies can accelerate their journey through five business and  sustainability imperatives:  Energy Transition and Climate Resilience: Transitioning to  renewable energy sources increases supply and demand  complexity.",['No Label']
Weather events impact energy availability and the  infrastructure stability essential to meeting demands.,['No Label']
Data and  Al are key to transforming the increasingly distributed and  complex electricity grids utility providers will need.,['Governance - Sustainable Finance']
"IBM  Consulting's Energy Transition Services leverages AI, IoT and  blockchain to support new energy marketplaces, enable more  efficient and reliable utility operations and create more  resilient, long-lasting physical infrastructure.",['Environment - Climate Strategy']
"IBM Maximo®  helps manage and maintain widely dispersed energy  infrastructure assets to optimize power generation, distribution  and workforces while the IBM Environmental intelligence Suite  provides insights to help build resilience to climate impacts.",['Environment - Climate Strategy']
"Client Case Studies:  Neste, ABO Wind  Intelligent Assets, Facilities, and Infrastructure: IBM helps  clients build more efficient physical operations to increase  productivity, advance cdecarbonization and reduce cost, waste  and emissions.",['Governance - Sustainable Finance']
"IBM’s Al-powered asset lifecycle management  solutions help clients respond to new requirements by  embedding sustainable practices into their daily operations  through their assets, facilities and infrastructure.",['Environment - Climate Strategy']
"Maximo and  TRIRIGA® application suites and IBM Consulting expertise  enable clients to reduce downtime and extend asset life,  improve asset performance and reliability, optimize facility and  space utilization and maximize technician productivity to help  them build a more reliable and sustainable future.",['No Label']
"Client Case Studies:  Transport for London, King Abdullah Financial District  Sustainable Supply Chains and Circularity: IBM helps clients  design, build and run more sustainable, resilient, and equitable  supply chains by leveraging responsible sourcing and  transparent operations.",['Governance - Materiality']
"Our technology and expertise optimize  workflows to hyper-automate decision making, cut cost and  accelerate profit by introducing AI, blockchain and integration  capabilities into your supply chain ecosystem.",['Governance - Materiality']
"Our Engineering  Lifecycle Management, IBM Sterling® Order and Fulfillment  Suite and IBM Sterling Supply Chain Intelligence provide  supply chain resiliency and transparency with an accelerated  time to value through actionable insights.",['Governance - Materiality']
"Client Case Studies:  Antonello Produce, Pietro Coricelli Responsible Computing and Green IT: Through energy  efficient data centers, compute and storage platforms,  emissions observability and planning tools, and consulting  services, IBM helps clients modernize their IT and embed more  responsible and sustainable strategies across the IT landscape  to achieve their goals.",['Governance - Sustainable Finance']
"Clients can design, deploy, manage and  optimize energy efficient infrastructures with a hybrid cloud  approach using IBM LinuxONE, IBM 216, IBM Power, IBM  Storage, IBM Turbonomic®, Apptio® and IBM Cloud.",['Governance - Sustainable Finance']
"Organizations are seeing benefits from using Al to automate IT,  business or network processes, including cost savings and  efficiencies.",['No Label']
Artificial Intelligent Units (AIUs) and system-on-  chips dedicated to AI can save energy and increase speed.,['No Label']
"IBM  Global Asset Recovery Services (GARS) can support end-of-life  hardware refurbishment, remanufacturing, and recycling.",['Governance - Transparency & Reporting']
"Client Case Studies:  Norsk helsenett, Coop Group  Sustainability Strategy, Data and Reporting: With deep  industry expertise, an ecosystem of partnerships and proven  co-creation methods, IBM Consulting guides clients’  sustainable transformation journeys using a comprehensive  approach firmly rooted in materiality and future-proofed  outcomes that integrate sustainability and business objectives.",['Environment - Climate Strategy']
"Strategic advisory services and the IBM Garage™ method help  clients transition swiftly from vision and goals to successful  execution of impactful, ethical innovations at scale in order to  achieve their business and sustainability objectives and meet  regulatory requirements.",['Social - Customer Relations']
"IBM offers industry-leading, AI-  enabled solutions including the IBM Envizi ESG Suite,  OpenPages® and Planning Analytics, which all help clients  reduce the cost, time, and burden of ESG reporting and  data management.",['No Label']
"Client Case Studies:  BanFast, Water Corporation   Governance  Social  Environment  Appendix  rec ets, Levens eaacaseees  ee Sa Sa Cote irs, cf eee Ry sey  ty rho Ces os  | tee IX om029 Append   Governance  Social  Environment  Appendix  IBM 2023  ESG Report The following tables disclose information about our ESG programs, policies and metrics in reference to the following voluntary reporting frameworks and  initiatives: The Global Reporting Initiative (GRI); the Sustainability Accounting Standards Board (SASB) Software & IT Services industry standards; and ESG Data Summary  the United Nations Sustainable Development Goals (SDGs).",['No Label']
"1 Organization name  Location of headquarters  Reporting practice  Entities included in the organization’s sustainability reporting  Reporting period  Reporting frequency  Contact point  Restatements of information  External assurance  Process to determine material topics  Statement on sustainable development strategy  Activities, value chain and other business relationships  Economic performance  Direct economic value generated and distributed  Financial assistance received from government  Stakeholder engagement  Membership associations International Business Machines Corporation  Armonk, NY  The current year data presented covers our global operations.",['No Label']
Certain supplier and employee-related data and programs presented may not  include or may not be applicable to certain acquired or non-wholly owned subsidiaries.,['Governance - Materiality']
"January 1, 2023 to December 31, 2023.",['No Label']
"Annual  ESG@IBM.com  To the extent any historical information has been updated or recast, the information has been disclosed accordingly.",['No Label']
IBM completed an external limited assurance audit of our 2023 greenhouse gas emissions inventory and the underlying data and  calculation processes.,['Governance - Board Diversity']
Greenhouse Gas Independent Limited Assurance Statement  We conduct regular impact assessments to inform ESG strategy and to identify which topics are important to our shareholders.,['Governance - Board Diversity']
"We are  currently performing a double materiality assessment as required in accordance with the Corporate Sustainability Reporting Directive.’  2023 IBM Impact Report (page 5)  IBM Products, 2023 IBM Annual Report  2023 IBM Annual Report (pages 8, 46-49); 2023 IBM Impact Report (pages 35-38)  IBM does not disclose government financial assistance unless deemed financially or otherwise material under U.S.",['Social - Customer Relations']
"accounting and securities  laws, rules and regulations.",['Social - Customer Relations']
"As a publicly traded company, IBM discloses matters and other transactions deemed reportable under the U.S.",['No Label']
GAAP and U.S.,['Social - Customer Relations']
Securities and Exchange Commission regulations in IBM’s 2023 Annual Report or other required filings with the U.S.,['Social - Customer Relations']
Securities and Exchange Commission.,['Social - Customer Relations']
"2023 IBM Annual Report (page 56)  We proactively engage and collaborate with stakeholders from a cross-section of nongovernmental organizations (NGOs), government  agencies, businesses, suppliers, industry associations, investors, academia, communities and employees, and stockholders to identify and  prioritize issues.",['No Label']
"IBM proactively engages and collaborates with stakeholders from a cross-section of nongovernmental organizations (NGOs), universities, industry  associations and advocacy organizations on environmental matters, diversity and equality, and supply chain responsibility.",['Governance - Materiality']
"IBM has received  recognition and awards from numerous advocacy groups, governments, and NGOs for its corporate responsibility efforts.",['No Label']
"Among IBM’s memberships  and associations are the Climate Registry, the UN Science-Policy Business Forum on the Environment (UN-SPBF), and the Responsible Business  Alliance, of which IBM is a founding member.",[' Social - Privacy Protection']
"IBM is a core partner of the New York Climate Exchange, focused on building a climate education,  workforce development and research center in New York City.",[' Social - Privacy Protection']
IBM is also a member of MIT Climate and Sustainability Consortium.,[' Social - Privacy Protection']
IBM has  participated in policy advocacy in support of diverse communities.,['Social - Financial Inclusion']
IBM has supported several bills brought forth to the U.S.,['Social - Customer Relations']
"Congress, including The  Respect for Marriage Act, The Equality Act, The Dream Act and The American Dream and Promise Act.",['No Label']
"2023 IBM Impact Report (pages 30, 39-42, 44, 71); IBM Voluntary Environmental Initiatives ; IBM Government and Regulatory Affairs 2-1  2-1  2-2  2-3  2-3  2-3  2-4  2-5  3-1, 3-2, 3-3  2-22  2-6  201-1  201-4 TC-SI-230a.2  Our assessments are solely intended to reflect priority ESG issues and should not be construed as a characterization regarding the materiality of such information to IBM’s business or operating results.",['Social - Customer Relations']
"These assessments are not a determination of “materiality”  as the term is defined in securities or other laws of the United States or other jurisdictions, nor its use in the context of financial reporting.",['Social - Customer Relations']
"Introduction  Governance  Social  Environment  Appendix  IBM 2023  ESG Report Ethical Impact | Governance  Description  Governance structure  Nomination and selection of the highest governance body  Chair of the highest governance body  Role of the highest governance body in overseeing the  management of impacts  Delegation of responsibility for managing impacts  Role of the highest governance body in sustainability reporting  Collective knowledge of the highest governance body  Evaluation of the performance of the highest governance body  Board of directors  Average tenure (years)  Non-independent directors  Independent directors  Gender and ethnic diversity  Director nominees with <5 year tenure  Director nominees with 5-10 year tenure  Director nominees with >10 year tenure  Risk management, business ethics, and compliance  Business continuity risks related to disruptions of operations  Legal actions for anti-competitive behavior, anti-trust, and  monopoly practices  Communication and training about anti-corruption policies  and procedures  Confirmed incidents of corruption and actions taken  Communication of critical concerns  Policy commitments  Processes to remediate negative impacts  Mechanisms for seeking advice and raising concerns 2021 2022 2023  2024 IBM Proxy Statement (pages 8-24): IBM Board Corporate Governance Guidelines ; 2023 IBM Impact Report (pages 9, 12-14)  2024 IBM Proxy Statement (pages 8-17, 23)  IBM Chairman of the Board Is CEO Arvind Krishna.",['Environment - Energy efficiency']
"2024 IBM Proxy Statement (pages 4, 18, 21-22); IBM Business Conduct Guidelines; IBM Board Corporate Governance Guidelines  2024 IBM Proxy Statement (pages 4, 18, 21-22): 2023 IBM Impact Report (pages 12-14)  2023 IBM Impact Report (page 9)  2024 IBM Proxy Statement (pages 24, 29-30); 2023 IBM Impact Report (page 9)  2024 IBM Proxy Statement (pages 5, 8-10, 24, 29-30); 2023 IBM Impact Report (pages 9, 14)  2024 IBM Proxy Statement (pages 8-17, 23)  2023 IBM Impact Report (pages 12-14)  49 5.9 5.9  1 1 1  11 11 12  33% 33% 38%  8 6 6  2 4 5  2 2 2  2024 Impact Report (page 15); 2023 IBM Proxy Statement; IBM CDP Disclosures; 2023 IBM 10-K (pages 3-11)  As acompany with a substantial employee population and with clients in more than 175 countries, IBM is involved, either as plaintiff or  defendant, in a variety of ongoing claims, demands, suits, investigations and proceedings that arise from time to time in the ordinary course  of its business.",['No Label']
"As a publicly traded company, IBM discloses pending, material legal matters deemed reportable under the U.S.",['Social - Customer Relations']
GAAP and  U.S.,['Social - Customer Relations']
"Securities and Exchange Commission regulations in IBM’s Forms 2023 10-K, 10-0, 8-K or other required filings with the U.S.",['Social - Customer Relations']
Securities  and Exchange Commission.,['Social - Customer Relations']
"2023 IBM 10-K  2023 IBM Impact Report (page 16); IBM Business Conduct Guidelines  As acompany with a substantial employee population and with clients in more than 175 countries, IBM is involved, either as plaintiff or  defendant, in a variety of ongoing claims, demands, suits, investigations and proceedings that arise from time to time in the ordinary course  of its business.",['No Label']
"2023 IBM 10-K  Although IBM does not publicly disclose the total number and nature of critical concerns reported to the Board, the Board and its  committees have oversight responsibility for ESG-related matters: they are continuously engaged with senior management on risk  management and activities, policies and progress towards our ESG goals.",['No Label']
"2024 IBM Proxy Statement (pages 24-25); 2023 IBM Impact Report (pages 9, 12-14)  IBM Reports and Policies; 2024 Impact Report (page 16) ; IBM Business Conduct Guidelines  2023 IBM Impact Report (page 16); IBM Business Conduct Guidelines  2023 IBM Impact Report (page 16); IBM Business Conduct Guidelines GRI  2-9  2-10  2-11  2-12  2-13  2-14  2-17  2-18  405-1  201-2, 205-1  206-1  205-2  205-3  2-16  2-23, 2-24  2-25  2-26 SASB  TC-SI-330a.3  TC-SI-550a.1,  TC-SI-550a.2  TC-SI-520a.1 SDGs  8, 16   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Ethical Impact | Governance  Description  Compliance with laws and regulations  Conflicts of interest  Policy advocacy  Tax  Customer health, safety and privacy  Customer health and safety  Product and service information and labeling  Incidents of non-compliance concerning marketing  communications  Data privacy and cybersecurity 2021 2022 2023  IBM does not disclose non-compliance unless deemed financially or otherwise material under U.S.",['No Label']
"accounting and securities laws, rules and  regulations.",['Social - Customer Relations']
Securities and  Exchange Commission.,['Social - Customer Relations']
IBM Global Environmental Management System; IBM Product Stewardship; 2023 IBM Impact Report (page 15); 2023 IBM 10-kK; 2023 IBM  Annual Report  2024 IBM Proxy Statement (pages 20-21); IBM Business Conduct Guidelines  IBM Government and Regulatory Affairs; 2023 IBM Impact Report (page 21)  IBM Tax Governance Policy; IBM Business Conduct Guidelines; 2023 IBM Annual Report (pages 78-81); 2024 IBM Proxy Statement  As required by OECD guidelines and U.S.,['Social - Customer Relations']
"tax law, our country-by-country report is filed with the U.S.",['Social - Customer Relations']
Internal Revenue service.,['Social - Customer Relations']
"IBM has not experienced controversies about the safety of IBM's products nor has IBM paid any regulatory or court-imposed fines,  settlements or awards related to the safety of IBM products or services in the past three years.",['Social - Gender and Ethnic Diversity']
2023 IBM Impact Report (page 17); IBM Product Stewardship; IBM Global Employment Standards  IBM Global Labeling Guidelines  IBM does not maintain a record of incidents of non-compliance with regulations and voluntary codes concerning marketing communications.,['Corporate Governance']
"IBM Data Privacy Policy; IBM Trust Center; Principles for Trust and Transparency; IBM Privacy Statement; 2023 IBM Annual Report; 2023  IBM Impact Report (pages 17-20) GRI  2-27  2-15  415-1  207-1, 207-2,  207-3, 207-4  416-1, 416-2  417-1, 417-2  417-3  418-1 SASB  TC-SI-220a.1,  TC-SI-220a.2,  TC-SI-220a.3,  TC-SI-220a.4,  TC-SI-220a.5,  TC-SI-230a.1,  TC-SI-230a.2 SDGs   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Equitable Impact | Social  Description  Employees  Total employees (in thousands)  IBM/wholly owned subsidiaries  Less-than-wholly owned subsidiaries  Complementary  Employees responded to the annual Engagement Survey  Employees that indicated that they were engaged at work  Career and development  Total employee learning hours worldwide (M)  Average learning hours per regular/full time employee  Health, safety, and well-being  Health and safety management system  Worker-related injuries  Number of fatalities  Rate of fatalities  Number of high-consequence work-related injuries  Rate of high-consequence work-related injuries’  Number of recordable work-related injuries”  Rate of recordable work-related injuries  Number of hours worked  Main types of work-related injuries  Worker-related ill health  Number of fatalities as a result of work-related ill health  Number of cases of recordable work-related ill health®  Main types of work-related ill health  Benefits  Defined benefit plan obligations and other retirement plans  Minimum notice periods regarding operational changes  Compensation  Ratios of standard entry level wage by gender compared to  local minimum wage  Ratio of basic salary and remuneration of women to men 403-10  6) 6) 6)  22 24 35  Hearing loss & musculoskeletal Hearing loss & musculoskeletal Hearing loss, mental health, musculoskeletal  IBM Benefits; 2023 IBM Impact Report (page 26) 401-2, 401-3  2023 IBM Annual Report (pages 57, 107-110) 201-3  IBM Global Employment Standards 402-1  IBM Global Employment Standards 202-1  Overall, IBM pays equitably for similar work.",['Social - Occupational Health & Safety']
Women globally earn $1.00 for every $1.00 earned by men for similar work.,['Social - Community investment']
"405-2  IBM Impact Report (31); IBM Global Employment Standards  Remuneration policies and process to determine remuneration 2024 IBM Proxy Statement (pages 25-26, 33-66); IBM Executive Compensation and Management Resources Committee Charter 2-19, 2-20  2024 IBM Proxy Statement (page 64) 2-21 Annual total compensation ratio  + 4,000,000 hours worked is used for rate calculations.",['Social - Community investment']
"2021 2022 2023 GRI  2023 IBM Annual Report (page 15); 2022 IBM Annual Report (page 15); 2021 IBM Annual Report (page 15) 2-7, 2-8  282.1 288.3 282.2  9.8 8.2 8.7  15.7 14.8 14.4  170,000 185,000 187,000  8 out of 10 8 out of 10 8 out of 10  2023 IBM Impact Report (page 24); IBMer Learning and Development 404-2, 404-3  22.5 24.3 23.1  84 86 85 404-1  403-3, 403-4,  2023 IBM Impact Report (page 26); IBM Health and Safety Report 403-5, 403-6,  403-7  IBM Health and Safety Policy; IBM Business Conduct Guidelines; IBM ISO Management Certifications eee  403-9  1 6) 6)  0.0016 6) 6)  5 1 1  0.0082 0.0018 0.0018  38 9 32  0.0625 0.0159 0.0588  607,952,000 564,650,000 544,558,000  Slips, trips and falls, automobile and struck Struck by/strike against an object, slips and  falls, overexertion by/strike against an object Struck by/strike against an object, slips and  falls, overexertion  ° ASTM E2920-19 Standard Guide for Recording Occupational Injuries and Illnesses is used to standardize reporting of work-related recordable (i.e., Level 1) injuries and illnesses.",['Social - Occupational Health & Safety']
"SASB  TC-SI-330a.2  TC-SI-330a.2  TC-SI-330a.2  TC-SI-330a.2 SDGs   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Diversity and inclusion  Representation trends  Overall representation  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Management representation  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Technical representation  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Executive representation  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Opportunities for self-identification  Self-identified as People with Diverse Abilities  Self-identified as Veterans  Self-identified as LGBTOQ+ 2021 2022  2023 IBM Impact Report (pages 32-34); IBM EEO-1; Red Hat EEO-1  2023 IBM Impact Report (pages 32-33)  36.7%  7.4%  6.6%  0.3%  0.2%  19.2%  0.9%  31.0%  5.6%  5.0%  0.3%  0.1%  17.1%  0.8%  30.1%  6.6%  6.7%  0.2%  0.2%  24.5%  1.0%  28.8%  6.1%  5.5%  0.3%  0.1%  15.7%  0.5%  2023 IBM Impact Report (page 31)  1.0%  5.0%  9.0% 37.2%  7.7%  7.0%  0.3%  0.2%  19.7%  0.9%  31.1%  5.8%  5.6%  0.3%  0.1%  18.4%  0.8%  30.6%  7.1%  7.0%  0.3%  0.2%  24.7%  0.9%  29.1%  6.6%  5.9%  0.5%  0.1%  16.6%  0.6%  1.0%  5.0%  9.0% 2023  37.4%  7.5%  7.0%  0.3%  0.2%  20.5%  0.9%  31.4%  5.6%  5.9%  0.4%  0.1%  19.6%  0.8%  31.1%  6.8%  6.8%  0.3%  0.2%  23.6%  0.9%  30.2%  6.4%  6.4%  0.5%  0.1%  17.6%  0.7%  4.7%  4.9%  10.0% GRI  405-1  405-1 SASB  TC-SI-330a.1,  TC-SI-330a.3 SDGs  5,8 Equitable Impact | Social  Description   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Equitable Impact | Social  GRI SASB SDGs Description  Hiring trends  Proportion of senior management hired from the Overall new hires’  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Management new hires  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Technical new hires  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  Executives new hires  Women (Global)  Black (U.S.)  Hispanic (U.S.)  Native American (U.S.)  Native Hawaiian/Pacific Islander (U.S.)  Pan-Asian (U.S.)  Multi-race (U.S.)  local community  1 Restated to include Red Hat and to align with 2023 revision of definition of employee categories to improve consistency.",['Social - Human Capital Management']
"2021  Over 79,0007  40.1%  13.8%  9.6%  0.3%  0.2%  23.5%  0.7%  34.1%  10.0%  8.1%  0.5%  0.3%  19.4%  0.3%  34.0%  11.6%  8.9%  0.2%  0.2%  29.9%  0.9%  33.2%  10.4%  7.1%  0.0%  0.4%  20.0%  0.0%  Diversity and international experience are crucial for IBM, which operates in more than 175 countries.",['Social - Human Capital Management']
"Our business success is derived from  an understanding of diverse business environments and economic conditions, and a broad perspective on global business opportunities.",['No Label']
"We  support local management in implementing our business strategy, programs and initiatives.",['No Label']
"IBM Global Employment Standards 2022 2023  Over 59,000 Over 30,000  39.7% 40.5%  13.5% 12.4%  9.8% 8.9%  0.3% 0.5%  0.3% 0.2%  24.0% 27.6%  0.7% 0.5%  30.4% 33.4%  8.8% 5.5%  4.0% 10.2%  0.0% 0.0%  0.4% 0.0%  22.9% 27.3%  0.0% 0.0%  32.5% 32.8%  11.5% 11.7%  8.6% 6.7%  0.2% 0.8%  0.3% 0.2%  31.9% 34.2%  0.9% 0.7%  30.9% 36.4%  7.1% 6.8%  6.4% 13.6%  0.0% 0.0%  0.0% 0.0%  20.5% 28.4%  1.9% 0.0% 401-1  202-2   Governance  Social  Environment  Appendix  IBM 2023  ESG Report Equitable Impact | Social  Description  Community development  Total contributions worldwide ($M)*  Contributions by type  Technology  Services  Cash  Contributions by region  Europe, Middle East, Africa  Asia Pacific  North America  Latin America  Worldwide retiree and employee volunteer hours  Collective bargaining agreements  Human rights  1 2021 2022 2023  2023 IBM Impact Report (pages 35-38)  $474.1 $447.9 $386.9  $387.8 $338.4 $307.8  $42.1 $64.7 $52.4  $44.2 $44.8 $26.7  $167.9 $151.1 $144.7  $150.4 $103.3 $105.2  $109.4 $171.6 $116.8  $46.4 $21.8 $20.1  440,000 431,000 543,000  IBM operates in more than 175 countries and in many of them our workforce is represented by unions and collective bargaining agreements  (CBA) are in place.",['Social - Community investment']
"However, the level of the CBA (enterprise, sector, cross-sector or a combination) may differ from country to country,  ranging from a small percentage of our employees being covered by a CBA in some locations, to 100% coverage in others.",['No Label']
"IBM Global Employment Standards; RBA Supplier Code of Conduct  2023 IBM Impact Report (pages 10, 17, 29, 35-38); IBM Human Rights Principles; IBM Global Employment Standards; IBM Business  Conduct Guidelines; IBM Global Environmental Management System; IBM Corporate Environmental Policy  Does not add due to the use of rounded numbers for disclosure purposes.",['No Label']
"GRI SASB SDGs  203-1, 203-2, M31 2,6,7,14  2-30, 407-1  406-1, 410-1,  411-1, 413-1,  413-2, 408-1,  409-1 TC-SI-330a.2 1,2   Description 2023 GRI SASB SDGs Governance  Supply chain social responsibility 2023 IBM Impact Report (pages 39-42); IBM Supply Chain Responsibility; IBM Supplier Diversity 414-1, 414-2 5,8,16,17  Social First-tier supplier diversity spend ($B) 204-1  Environment US: $0.9  Non-US.",['Governance - Materiality']
