esg_text,NER_Results
The IBM BCGs policy and the accompanying  online course are available in multiple languages and  address the ethical dilemmas that employees may face  day-to-day.,
"During 2023, IBM again achieved 100%  participation in the annual BCGs program.","{'numbers': [], 'metrics': ['100%'], 'dates': ['2023', 'annual']}"
Our internal reporting channel enables employees to report concerns or  suspected violations of our BCGs and unethical or unlawful behavior within  IBM.,
"Similar reporting channels have been established for suppliers,  business partners and others to raise concerns.",
Our annual Global Integrity Survey enables employees to provide feedback  on their perception of ethics and integrity within IBM.,
Integrity in our Daily Operations  IBM is committed to principles of business ethics and lawful conduct.,
It is  IBM’s policy to conduct itself ethically and lawfully in all matters and to  maintain IBM’s high standards of business integrity.,
"IBM Business Conduct Guidelines  Available in 26 languages and accompanied by an annual online course and  certification, which IBM employees are required to complete.","{'numbers': ['26'], 'metrics': [], 'dates': ['annual']}"
IBM Code of Conduct for Business Partners  The standards of business conduct and business practices with which IBM  requires IBM Business Partners to comply.,
"Supply Chain Code of Conduct  First-tier suppliers of hardware, software, and services are required to adhere  to the Responsible Business Alliance (RBA) Code of Conduct which outlines  requirements for labor, health and safety, environmental, ethics and  management systems.","{'numbers': ['First'], 'metrics': [], 'dates': []}"
"IBM Policies  Govern internal and external company-wide actions including:  - Business conduct and ethics - Quality  - Reciprocity - Politics  - Workforce diversity - Human rights principles  Health and safety Global employment standards  Data privacy Cognitive principles  Diverse business relationships Statements on individual issues  Environmental aftairs   Social  Environment  Appendix  IBM 2023  ESG Report Responsible  Technology  Technology Ethics  For more than a century, IBM has earned the trust of our clients  and society by ushering powertul new technologies into the world  responsibly and with clear purpose.","{'numbers': [], 'metrics': [], 'dates': ['more than a century']}"
"We maintain this trust as  society explores the opportunities presented by transformative  technologies, such as AI, through our continued commitment to  ethics by applying the IBM Principles for Trust and Transparency.",
"At the center of IBM’s efforts is our AI  Ethics Board, who infuse IBM's principles into business and  product decision-making.",
The AI Ethics Board is steered by a  diverse set of senior leaders from across the company and Is  supported by a strong advocacy network and our AI Ethics Focal  Points within various business units.,
"In addition to actively  Supporting the principles, IBM’s AI Ethics Board shares thought  leadership around emerging issues, and in 2023, published various  white papers, including ""  ""and ""  ."" The Foundation Models white paper is the basis  for in the product documentation of our AI  platform, watsonx.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
The IBM Principles for Trust and Transparency are the guiding values that  distinguish IBM’s approach to AI ethics.,
- The purpose of AI is to augment human intelligence  - Data and insights belong to their creator  - Technology must be transparent and explainable  The Pillars of Trust are our foundational properties for AI ethics that  support the Principles.,
Explainability  Fairness  Robustness  Transparency  Privacy Good design does not sacrifice transparency in creating a  seamless experience.,
"Transparency reinforces trust, and the best way to promote  transparency is through disclosure.",
Al systems must prioritize and safeguard consumers’  privacy and data rights.,
Social  Environment  Appendix  IBM 2023  ESG Report Advancing a smart risk-based approach to the regulation of  artificial intelligence was one of our policy advocacy priorities in  2023.,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Last year, IBM’s Chief Privacy and Trust Officer, Christina  Montgomery, addressed the need for responsible AI innovation in  her testimony before the U.S.","{'numbers': [], 'metrics': [], 'dates': ['Last year']}"
"Senate Judiciary Subcommittee on  Privacy, Technology, and the Law, and contributed to the  Artificial Intelligence Commission Report as a member of the U.S.",
National Al  Advisory Committee (NAIAC) Year 1 Report as a NAIAC member.,"{'numbers': [], 'metrics': [], 'dates': ['Year 1 Report']}"
"For additional AI policy advocacy highlights from 2023 see ""Policy  Advocacy"" on page 21.","{'numbers': ['21'], 'metrics': [], 'dates': ['2023']}"
"Our  governance frameworks are Integrated into solutions like the  recently released watsonx.governance, a component of watsonx  designed to accelerate responsible, transparent and explainable AI  workflows.",
"Beyond the governance we embed in our own  solutions, we are making excellent progress on the goal we  announced last year to train 1,000 technology suppliers in  technology ethics by 2025, with more than 600 suppliers trained  at the end of 2023.","{'numbers': ['1,000', 'more than 600'], 'metrics': [], 'dates': ['last year', '2025', 'the end of 2023']}"
IBM recently renamed the Chief Privacy Office to the Office of  Privacy and Responsible Technology.,
"This change reflects the  evolution of our privacy, data and AI program as IBM and our  clients prepare for AI regulatory requirements and demonstrates  our commitment to remain at the leading edge of responsible  technology now and in the future.",
"Collaborations and initiatives  In early 2023, IBM reaffirmed its commitment to the Rome Call for Al Ethics to champion  ethical approaches to the design, development and deployment of artificial intelligence.","{'numbers': [], 'metrics': [], 'dates': ['early 2023']}"
"We led the creation of the AI Alliance, a broad range of global organizations fostering an open  community to enable developers and researchers to accelerate responsible AI innovation  while ensuring scientific rigor, trust, safety, security, diversity and economic competitiveness.",
"The Notre Dame — IBM Technology Ethics Lab released its 2023-2024 Call for Proposals  (CEP), “The Ethics of Large-Scale Models.” The Lab also delivered a virtual symposium on the  ethical use of foundation models in enterprises, along with an Auditing Al Workshop, anda  course titled “Auditing AI: An Introduction.” Finally, collaborative projects between Notre  Dame and IBM researchers have focused on topics, such as understanding how organizations  can quantity the return on investments (ROD in Al ethics.","{'numbers': [], 'metrics': [], 'dates': ['2023-2024']}"
"IBM and 18 other enterprise companies worked together under the aegis of the Data & Trust  Alliance organization to create Data Provenance Standards, the first cross-industry metadata  to bring transparency to the origin of datasets used for both traditional data and AI  applications.","{'numbers': ['18', 'first'], 'metrics': [], 'dates': []}"
"Department of Commerce’s National Institute of Standards and  Technology (NIST) AI Risk Management Framework, a guidance document to help manage  the risks of AI technologies.",
"IBM contributed to the Partnership on Al’s “PAI’s Guidance for Sate Foundation Model  Deployment,” a framework for model providers to responsibly develop and deploy a range of  AI models, promote safety for society, and adapt to evolving capabilities and uses.",
"IBM is an International Association of Privacy Professionals ([APP) Al Governance  Foundational Supporter and has supported the development of training and a new  certification path for professionals working in the field of AI governance, including support to  develop the IAPP Body of Knowledge.",
"Social  Environment  Appendix  IBM 2023  ESG Report Cybersecurity  From an enterprise perspective, IBM implements a multi-  faceted risk management approach to identity and address  cybersecurity risks based on the NIST Cybersecurity  Framework.",
We regularly assess and adjust our  technical controls and methods to identity and mitigate  emerging cybersecurity risks.,
"We use a layered approach with  overlapping controls to defend against cybersecurity attacks  and threats on IBM networks, end-user devices, servers,  applications, data and cloud solutions.",
We draw heavily on our own commercial security solutions  and services to manage and mitigate cybersecurity risks.,
"IBM  maintains a Security Operations Center (GOC) that monitors for  threats to IBM’s networks and systems, utilizing threat  intelligence provided by a range of sources, including the IBM  Security® X-Force® Exchange platform, which maintains one of  the largest compilations of threat intelligence in the world.","{'numbers': ['one'], 'metrics': [], 'dates': []}"
We  also rely on tools licensed from third party security vendors to  monitor and manage cybersecurity risks.,"{'numbers': ['third'], 'metrics': [], 'dates': []}"
We periodically  engage third parties to supplement and review our  cybersecurity practices and provide relevant certifications.,"{'numbers': ['third'], 'metrics': [], 'dates': []}"
"We have a global incident response process, managed by  IBM’s Computer Security Incident Response Team (CSIRT),  that relies primarily on internal expertise to respond to  cybersecurity threats and attacks.",
"We utilize a combination of  online training, educational tools, videos and other awareness  initiatives to foster a culture of security awareness and  responsibility among our workforce, including responsibility for  reporting suspicious activity.",
IBM has a third party supplier risk management program to  oversee and identity risks from cybersecurity threats  associated with its use of third party service providers and  vendors.,"{'numbers': ['third', 'third'], 'metrics': [], 'dates': []}"
"Risks are assessed and prioritized based, among  other things, on the type of offering/engagement, supplier  assessments, threat intelligence and industry practices.",
"IBM Cybersecurity Governance  Responsible for overseeing management’s execution of  cybersecurity risk management and for assessing IBM’s  approach to risk management  Composed of, among others, SVPs from the major business  units, the SVP overseeing cybersecurity, and the SVP for  Legal and Regulatory Affairs & General Counsel; the CAC is  responsible for, among other things, setting the Company’s  governance structure for managing cybersecurity risk and  reviewing noteworthy cybersecurity incidents and  Strategies to prevent recurrence  Manages the team responsible for leading enterprise-wide  information security strategy, policy, standards,  architecture and processes for IBM’s internal systems  Coordinate with the Office of the CISO on security issues  specific to particular business segments IBM  Board of  Directors  & Audit  Committee  Cybersecurity  Advisory  Committee (CAC)  IBM Chief Information  Security Officer (CISO)  Business Unit Information Security  Officers (BISOs) for each business area   rw |  thu  Wht ll ht LoL Z  Contents f, ty  a9  Introduction Data Privacy ty g  IBM is committed to developing policies and practices that BAS y AG  Social prioritize .",
have built a strong BS \E abe  Environment foundation that enables us to successfully adapt to new BAS NS  Appendix eras of digital transformation and breakthroughs.,
"To BS DW ye SES  address the ever-changing regulatory environment, IBM B , ASSP  has implemented an (IGP) SS SOE SP y/ to drive a continuous compliance approach in data privacy  and data governance.",
"Every six months, we publish  of inquiries we may receive from law enforcement  agencies regarding data and the steps we take to protect  the integrity of such information.","{'numbers': [], 'metrics': [], 'dates': ['Every six months']}"
"|  |  As current and emerging technologies raise new  challenges to privacy and consumer welfare, IBM remains  committed to helping in the development of precise  technology and policy safeguards.",
"IBM worked with the  Future of Privacy Forum on its report,  , that reviewed corporate-academic  partnerships and provided practical recommendations for  companies and researchers on sharing data for research.",
"IBM 2023  ESG Report   Social  Environment  Appendix  IBM 2023  ESG Report Policy Advocacy  We advocate for public policies that are  relevant to our business and to our  stakeholders — including our employees,  our partners, our stockholders, and the  communities where we live and work.",
"We do this by  developing innovative policy ideas that are aligned with  national agendas, through building trusted relationships  with government leaders, and through partnerships with  academia and civil society.",
"The IBM Policy Lab, established in 2020, convenes leaders  worldwide in public policy, academia, and technology to  develop clear and actionable policy recommendations that  leverage technology to help tackle some of today’s most  pressing issues.","{'numbers': [], 'metrics': [], 'dates': ['2020', 'today']}"
"In 2023, the IBM Policy Lab released  papers covering:  - How governments can strengthen their cloud  policies globally;  - The role of technology companies in the fight against  climate change;  - Apolicymaker’s guide to AI foundation models;  - Digital skills for the EU;  - Atechnology workforce playbook for the U.S.; and  - Policy principles to develop and implement  cybersecurity reporting.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"IBM is committed to meaningful management and  oversight, and accurate reporting with respect to our  engagement with government officials, and we consistently  seek to provide our stakeholders with relevant data  regarding our public policy engagement.",
"We receive  consistently high ratings from independent analysts of  corporate practices on lobbying and political spending,  including from the Center for Political Accountability and  Transparency International UK.",
IBM is also committed to advocating for policies that  advance diversity and inclusion globally.,
"For information on  our advocacy efforts, see ""Diversity and Inclusion"" on  page 27.","{'numbers': ['27'], 'metrics': [], 'dates': []}"
More information about our public policy governance and  public reporting is available on our IBM Government and  Regulatory Affairs website.,
IBM’s public advocacy highlights in 2023 included:  - Advancing a risk-based approach to the regulation of  artificial intelligence with:  - Attendance by IBM CEO Arvind Krishna at the first  U.S.,"{'numbers': ['first'], 'metrics': [], 'dates': ['2023']}"
"Senate Judiciary  Committee on Rules for AI by IBM Vice President &  Chief Privacy and Trust Officer  Christina Montgomery;  Attendance by IBM SVP & Director of Research  Dario Gil at the AI Safety Summit in the  United Kingdom;  Welcoming the White House Executive Order on Al  and the introduction of The AI Research  Innovation, and Accountability Act of 2023 in the  U.S.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Advancing a skills-first approach to filling critical tech  jobs - especially in key areas such as cybersecurity  and AI - by supporting the release of the Office of the  National Cyber Director’s National Cyber Workforce  and Education Strategy, supporting the introduction of  two bipartisan workforce development bills in the U.S.","{'numbers': ['two'], 'metrics': [], 'dates': []}"
"Governance 0c  Environment  Appendix  : | Equitable  aa nae Impact   Governance  Environment  Appendix  IBM 2023  ESG Report Our Culture  IBM operates in more than 175 countries  and employs over 282,000 people.","{'numbers': ['more than 175', 'over 282,000'], 'metrics': [], 'dates': []}"
"By providing an inclusive  environment that encourages learning and the exploration  of new ideas and innovative approaches, we can make the  greatest impact with our clients, partners and the world.",
"In 2023, our engagement and inclusion  results from our annual Engagement Survey remain strong,  demonstrating that our value proposition and work  environment support a world class culture.","{'numbers': [], 'metrics': [], 'dates': ['2023', 'annual']}"
"In 2023, our voluntary attrition decreased  when compared to each of the past  two years.","{'numbers': [], 'metrics': [], 'dates': ['2023', 'the past  two years']}"
"Over 187,000 employees globally responded to the annual Engagement Survey  Nearly More than  employees who participated in the survey reported employees who participated in the survey indicated  feeling empowered to express their authentic that they were engaged at work.","{'numbers': ['Over 187,000'], 'metrics': [], 'dates': []}"
"Our purpose articulates why we exist and the role we  play in society and industry, while our three fundamental values serve as the principles that govern our culture  and brand.","{'numbers': ['three'], 'metrics': [], 'dates': []}"
"a IBM Culture  Purpose 4 Values 4 Behaviors  - Tobe the catalyst that makes - Dedication to every - Growth Minded  the world work better client’s success  - Trusted  - Innovation that matters - for  our company and for  the world - Outcome Focused - Team Focused  - Trust and personal - Resourceful  responsibility in  all relationships ~ Courageous   Governance  Environment  Appendix  IBM 2023  ESG Report Supporting  Our Employees  IBMer Career and Development  Twice annually, [BMers complete performance reflections  which encourage them to celebrate their accomplishments  and plan for focus areas going forward.","{'numbers': ['4'], 'metrics': [], 'dates': []}"
They are evaluated  against two dimensions: business outcomes and skills.,"{'numbers': ['two'], 'metrics': [], 'dates': []}"
Our next  generation learning strategy deeply centers on skills  growth.,
We have refreshed our learning program to better  align with this strategy.,
"For additional employee learning data see ""ESG Data  Summary"" on page 63.","{'numbers': ['63'], 'metrics': [], 'dates': []}"
"8 io Average Learning Hours Per  Regular, Full Time Employee   Governance  Environment  Appendix  IBM 2023  ESG Report Leadership Development  To ensure the continued growth of IBM and the  achievement of our strategic goals, last year, we  introduced the IBM Leadership Behaviors which define the  characteristics and capabilities required of IBM executives.","{'numbers': ['8'], 'metrics': [], 'dates': ['last year']}"
"oo  OOO  O  Inspire Followership  - Role model for IBM’s culture  - Exude the confidence to achieve  what might seem impossible  - Foster an environment of caring,  belonging and inclusivity  Growth IN.",
Behaviors ‘(G)-  Growth Minded Activate the Enterprise  - Drive ambition for the IBM  Corporation  - Maximize productivity by  leveraging the full power of IBM  - Create positive energy from friction  / !,
"N I  7,  Trusted Team Focused Outcome Focused Resourceful ©)  Accelerate Strategy  - Make big bets without fear of failure  - Infuse speed and agility  - Make appropriate trade-offs to  maximize outcomes  Courageous   Governance  Environment  Appendix  IBM 2023  ESG Report Health, Safety, and Well-being  IBM has a long-standing commitment to the health, safety,  and well-being of its employees.",
"This commitment is  embodied in our health and safety policy and through our  compliance with country legal requirements, both of which  are implemented through IBM’s Health & Safety  Management System (HSMS).",
"Established in 1999, our  HSMS provides a framework to manage evolving and  emerging health and safety risks by providing a system to  identify, assess, and address the health and safety risks  employees face in their day-to-day work activities.","{'numbers': [], 'metrics': [], 'dates': ['1999']}"
"For worker-related injuries and ill health data see ""ESG  Data Summary"" on page 63.","{'numbers': ['63'], 'metrics': [], 'dates': []}"
IBM's Health and Safety Management  System supports IBM operations globally  and has been externally certified since  2019 to comply with the ISO 45001:2018  occupational health and safety standard.,"{'numbers': [], 'metrics': [], 'dates': ['2019']}"
"Our well-being  programs, which include physical, mental, and financial  health, are shaped by risk assessments, frequent surveys  and employee feedback sessions.",
"In 2023, our well-being  programs focused on cardiovascular, musculoskeletal and  mental health.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
Our well-being programs vary by country  and are based on the prevailing health  and safety needs of the applicable  end-users.,
"Mental Health  At IBM, mental health has always been and will  continue to be a priority.",
"All employees worldwide  have access to:  - Employee assistance programs and  supplemental resources that provide  confidential, 24/7 critical mental  health support;  - Our Mental Health Ally Badge program,  designed to help employees become mental  health allies with an online training that covers  basic information about mental health, how to  recognize and address stigma, and ways to  connect peers in need of support with an  appropriate service or resource; and  - Aresilience-building tool to help equip them  with the ability to handle challenges, thrive in  the face of stress, and bounce back smarter  and stronger to face changing work and  life demands.","{'numbers': ['24/7'], 'metrics': [], 'dates': []}"
"Benefits  IBM is committed to helping our employees  achieve balance while fostering success by  providing them with an array of benefits, such as  paid leave and programs to support health and  well-being.",
"We offer a comprehensive benefits program  designed to support IBM employees and  their families across multiple dimensions of  health — physical, mental, social and financial.",
"Governance  Environment  Appendix  IBM 2023  ESG Report Diversity  and Inclusion  At IBM, we foster a culture of conscious  inclusion and active allyship, where every  IBMer can make a positive impact on  society while bringing their authentic selves  to work.",
"We aspire to create a sense of  belonging for all by building a more diverse  workforce, cultivating a flexible work  environment and advocating for equity,  both inside and outside of IBM.",
"Accountability  We harness data transparency to enable  accountability, action and outcomes for  increased diversity representation and  inclusion at every level of our company.",
Our four strategic  priorities measure  our progress  through actions  and outcomes  Allyship  We provide training and support to  help every IBMer be an upstander  through inclusive behaviors.,"{'numbers': ['four'], 'metrics': [], 'dates': []}"
"Governance  Environment  Appendix  IBM 2023  ESG Report Employee Experience  Our eight official communities include Women, LGBTQ+,  People with Diverse Abilities, Black, Hispanic, Native  American, Pan-Asian and Veteran.","{'numbers': ['eight'], 'metrics': [], 'dates': []}"
We set strategy for each  of our communities annually through Community  Leadership Councils which are supported by our most  senior IBM leaders and amplified through our Business  Resource Groups.,"{'numbers': [], 'metrics': [], 'dates': ['annually']}"
We believe it is important to create a work environment  where employees feel supported.,
"IBM’s Inclusive  Workplace Design initiative continued in 2023 which  included all-gender restrooms, reflection and prayer  rooms, lactation rooms, increased aisle widths and turning  radius and tonal contrast materials for the visually  impaired.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"- Over 200 Business Resource Groups  - Employees in more than 50 countries  participate  - In 2023, IBM established 25 new Business  Resource Groups   Governance  Environment  Appendix  IBM 2023  ESG Report Advocacy  We demonstrate advocacy through our effort to drive  systemic change that creates opportunity for diverse  communities.","{'numbers': ['200', 'more than 50', '25'], 'metrics': [], 'dates': ['2023']}"
"For information on our philanthropic efforts  to support inclusivity see ""Community Development"" on  page 35 and for information on our work with diverse  suppliers see ""Supplier Diversity"" on page 42.","{'numbers': ['35', '42'], 'metrics': [], 'dates': []}"
"Policy Advocacy  In 2023, we supported several bills brought forth to the  U.S.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Skills-First Talent Strategies  For nearly a decade, IBM has developed our organization’s  talent model to put skills first.","{'numbers': ['first'], 'metrics': [], 'dates': ['nearly a decade']}"
"We emphasize skills-first  hiring, which means we prioritize the right mix of in-  demand skills over specific degrees when looking for talent  to work In technology's fastest-growing areas, like AI.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
"This  policy and what we call our ""new-collar"" programs provide  an entry point into IBM for people with relevant skills, but  without advanced degrees, therefore expanding ways for  people to enter the workforce.",
"To  promote this approach, in 2022 IBM committed to  investing $250 million in apprenticeship and new-collar  programs by 2025, towards which we have invested  $100.3 million.","{'numbers': [], 'metrics': ['$250 million', '$100.3 million'], 'dates': ['2022', '2025']}"
Our continued investment in  apprenticeships and new-collar programs globally helps to  ensure the next decade in tech is more inclusive.,"{'numbers': [], 'metrics': [], 'dates': ['the next decade']}"
"We recognize that for new-collar strategies to make an  impact on the labor market at scale, we must work  together.",
This is why we founded and have chaired for four  years the Consumer Technology Association’s  Apprenticeship Coalition that helps companies launch  apprenticeship programs in the U.S.,"{'numbers': [], 'metrics': [], 'dates': ['four  years']}"
Department of Labor registered  program is competency-based and enables  apprentices to be paid while they learn skills  for various strategic roles.,
"Launched in 2017,  the program began with software engineering  and has expanded to 35 job roles, including  data science, cybersecurity, and design.","{'numbers': ['35'], 'metrics': [], 'dates': ['2017']}"
"We  have hired nearly 1,000 apprentices through  our U.S.","{'numbers': ['nearly 1,000'], 'metrics': [], 'dates': []}"
"program, with more than 90% of past  program graduates becoming full-time IBMers.","{'numbers': [], 'metrics': ['more than 90%'], 'dates': []}"
"Available in 20  countries, this initiative is also providing  opportunities to people whose careers were  disrupted by the COVID-19 pandemic.","{'numbers': ['20'], 'metrics': [], 'dates': []}"
Contents  Introduction  Governance  Environment  Appendix  IBM 2023  ESG Report Allyship  IBM provides voluntary training and support to help  every [BMer be an upstander through inclusive  behaviors.,
"In addition, we require all employees  globally to complete training on the Business Conduct  Guidelines, which includes learnings on sexual  harassment, discrimination, bullying and retaliation  prevention as part of its annual certification process.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"We regularly refresh education for our employees to  help foster an inclusive culture and provide them with  the tools and knowledge to become an ally through our  Be Equal® Ally Badge, which has been earned by  thousands of IBMers annually.","{'numbers': ['thousands'], 'metrics': [], 'dates': ['annually']}"
"I’m In Allyship Campaign  In 2023, we launched a yearlong allyship campaign called I’m In, which included a series of strategic initiatives  focused on mentorship, sponsorship, career development, and building empathy through storytelling.","{'numbers': [], 'metrics': [], 'dates': ['2023', 'yearlong']}"
"Through its four-part structure, employees  showcase accomplishments, learn practical career  progression strategies and gain insights from  executives.","{'numbers': ['four'], 'metrics': [], 'dates': []}"
Be Equal Podcast  This thought-provoking and empowering podcast  series delves into the multifaceted world of Diversity  and Inclusion.,
"Ny  Contents  Introduction  Governance  Environment  Appendix  IBM 2023  ESG Report Accountability  IBM harnesses data transparency to enable accountability,  action and outcomes for increased diversity representation  and inclusion at every level of our company.",
Pay Equity  Paying people fairly based on their job and without  discrimination—regardless of gender or race—is not  optional.,
It has been part of  our global policy since 1935—preceding the U.S.,"{'numbers': [], 'metrics': [], 'dates': ['1935']}"
law by  several decades.,"{'numbers': [], 'metrics': [], 'dates': ['several decades']}"
since the 1970s.,"{'numbers': [], 'metrics': [], 'dates': ['the 1970s']}"
"To support our  commitment to pay equity, each year we follow a  consistent methodology to identify and address any pay  equity gaps across genders globally and across races and  ethnicities in the U.S.","{'numbers': [], 'metrics': [], 'dates': ['each year']}"
"In 2023, all countries where IBM has  employees were Included in our pay equity analysis.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
Women globally earn $1.00 for every $1.00  earned by men for similar work.,"{'numbers': [], 'metrics': ['1.00', '1.00'], 'dates': []}"
"Diversity-Linked Executive Compensation  To reinforce our focus on attracting and retaining diverse  talent in our workforce that represents our clients and the  world, we include a diversity modifier as part of our  executive compensation plan.",
"It measures improvement in  executive representation for women globally and  underrepresented minority (URM) groups (specifically,  Black and Hispanic) in the U.S.",
We believe a  diverse workforce drives creativity and innovation in our  products and services and as a result increases  shareholder value.,
"In 2023, of our global promotions,  were women and, 40.8% of our U.S.","{'numbers': [], 'metrics': ['40.8%'], 'dates': ['2023']}"
"promotions,  9 ° Al % snoloyecs and  9.2% were Hispanic  employees.","{'numbers': [], 'metrics': ['9 ° Al %', '9.2%'], 'dates': []}"
"Of employees who self-  identified in 2023, approximately:  - 10% self-identified as LGBTQ+  - 5% self-identified as Veterans  - 5% self-identified as People with  Diverse Abilities  The privacy of our employees is a chief concern.","{'numbers': [], 'metrics': ['5%', '5%'], 'dates': ['2023']}"
Governance Overall  Social  Environment Representation New Hires  A di Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race  PPENnalx (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.) (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.)  (U.S.) (U.S.)  % % xs = K Ss SS (S a m™ Me Ss SS Sect 6 a IF o © & *  2 © a Spore a a oa x £ x x x (8 x 8 x ea 2 © alee g 5 5 x xs EK a x 8 x x 2 x s 3 a oR es & x x ¥ xX x £ 8 L | L mm XN N A aae i m m Nn mM AN Ss &  o o o o o o °o °o °o °o °o o °o °o °o — — | — — —  21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23  Management  Representation New Hires  Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race  (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.) (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.)  (U.S.) (U.S.)  x x * i£ BRB 4 ° x x [8 = = KS Sx x  so & 6 8 =x < & ¥ £ & = oo |e 1 8 3 = x & ¥ x xX & a =x & mo mM St a aid a oa |S oO 6 6 n-) oy +t 90 a A [Go o» Oo 9 || || o o o o o o || ° o o o o o o o o — — |  21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23  Management Includes all executives and people managers.,"{'numbers': ['2 ©', '8', '2', '2', '3', '21', '23', '8', '1 8 3', '6 6', '90', '21', '23'], 'metrics': ['8 x', '8', '9 || ||'], 'dates': ['5 5', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '6 8', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21']}"
"IBM hired over 30,000 employees in 2023.","{'numbers': ['over 30,000'], 'metrics': [], 'dates': ['2023']}"
"* For 2023, IBM revised the definition of employee categories to improve consistency and prior results have been restated to align with these definitions.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
IBM 2023  ESG Report 32  Contents  Representation and Hiring Trends Introduction  Governance .,
Technical  Social  Environment Representation New Hires  A di Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race  PPENnalx (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.) (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.)  (U.S.) (U.S.)  s& 8 & * s xs KE So a Ss * & & 5  =: < h eo @ © eo @ © s&s S&S [ex oO m Ie ad d a x & a od ie S 9 |G x x € mm 1S J a is a 89 4 2 © x  in en ie Qe a 9 = OQ 9 to oF x ma ao Oo OR o x cS 6 ek SEEN x S€ & N-) * 4 x oe x x x Ss & Q ®y x £ x = & a QO a 2 4 a N 4A a 6 6 re a m a 5; L| L| 6 6 6 6 6 6 L| 6 6 6 6 6 Oo © © — —_ _ | Zz — =  21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23  Executive  Representation New Hires  Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race Women Black Hispanic Native American | Native Hawaiian/ Pan-Asian Multi-race  (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.) (Global) (U.S.) (U.S.) (U.S.) Pacific Islander (U.S.) (U.S.)  (U.S.) (U.S.)  RS bPaTe SI oS  6 8 io Q 83 mh © Ie ° eS x Tt 6 6s x  go we x x x £ x 6 6 TS x x & S x £ x x ¥& & a A [x aS L | m i aa 4 GIGI = i 2 & CI a) + Oo 9 oda & | o oOo 96 o Oo 96 o 9 o 9 9 o oOo 9° ° ° — — [|  21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23 21 22 23  Executive includes Director level and above.,"{'numbers': ['9', '9', '4', '2 4', '6 6', '5', '21', '23', '6 8', '6 6s', '6 6', '4', '96', '96', '9', '21', '23'], 'metrics': [], 'dates': ['89 4 2', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '9 oda & |', '9 9', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21', '21']}"
"As noted in the Proxy, excluding Red Hat, executive representation of women globally, as well as Black and Hispanic executives in the U.S., changed by  +1.1 points, -0.2 points and +0.6 points, respectively in 2023.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
IBM 2023  ESG Report 33  Governance  Environment  Appendix  IBM 2023  ESG Report The data below is from IBM and Red Hat’s unofficial submission of U.S.,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"EEQ-1 data as of December 31, 2023.","{'numbers': [], 'metrics': [], 'dates': ['December 31, 2023']}"
