esg_text,country,industry,company,year,labels
"By volunteering our time and skills and participating in local initiatives, we aim to build stronger relationships with the communities we serve.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Healthway Medical Engagement Platforms Direct feedback during consultations General call centre Website feedback form Email feedback Annual supplier evaluations Meetings, emails, and phone calls Induction and orientation programmes Training and development Internal memos and emails Company town hall Employees’ Dinner and Dance Monthly newsletter from the Executive Officer for EBH Board meetings to discuss our strategy for long term growth and innovation Annual general meetings extraordinary general meetings Periodic SGXNet announcements and as and when required Chief and Discussions with government agencies and departments Feedback to initiatives by government agencies and departments Joined the Shiok Children Fest, where our team from Nobel Eye & Vision Centre provided free eye screenings for 20 children Empowering Healthier Lives During our last materiality assessment in FY2020, we determined the following five (5) ESG factors to be material to the Group, taking into consideration our stakeholders’ feedback and our organisation's impact on the economy, environment, and people.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Medical Waste and Effluents Diversity and Equal Opportunity Le, wy =O 4 7% tees ———t =~ Anti-Corruption Training and Education Customer Privacy on | Given that there has been no substantive change in our business nature since then, the Board has reviewed the above material topics and determined that they remain relevant and significant to the Group in FY2022.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"The following Materiality Matrix summarises the results of the ranking and prioritisation exercise that was conducted to assess the degree of influence each topic has on our stakeholders’ assessments and decisions (see y-axis) and the significance of the Group’s economic, environmental, and social impact (see x-axis).",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
O v Healthway __..,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Medical Empowering Healthier Lives @ Medical Waste and Effluents ®@Training and Education @ Diversity and Equal Opportunity INFLUENCE ON STAKEHOLDERS' ASSESSMENTS AND DECISIONS @ Customer Privacy 0 1 2 3 4 5 SIGNIFICANCE OF ECONOMIC, ENVIRONMENTAL AND SOCIAL IMPACTS While ‘Energy’ and ‘Water’ have yet to be included within our list of material ESG factors, we have sought to further reduce our carbon footprint by installing LED light bulbs and highly energy efficient air-conditioners that were awarded five ticks under the Mandatory Energy Labelling Scheme.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Excluding our consumption from vaccination and testing centres as well as our newly acquired clinics for which we are setting up data collection systems, we have maintained our water and electricity consumption levels at a consistent level relative to our operations since 2020.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
O v Healthway __..,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Medical Empowering Healthier Lives our employees are expected to adhere to the highest ethical standards and act in compliance with all relevant laws and regulations.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"To safeguard our reputation and financial stability, it is necessary that we take a strong stance against any form of fraud, corruption, or dishonest practices across the Group.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"As part of our efforts to promote good corporate governance practices, we have established several policies and practices to manage our Group’s exposure to corruption risks.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Employees and other stakeholders can lodge reports of suspected fraud, corruption, dishonest practices, non-compliance with regulations and policies, or other similar matters via email to Mr Chen Yeow Sin, the Audit Whistle-blowing ang Risk Committee (""ARC"") Chairman, at Policy whistleblow@healthwaymedical.com, in confidence and without fear of reprisal.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Once a report has been received, independent investigation will be conducted, and follow-up actions will be taken where necessary.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"All interested person transactions are documented and submitted Interested periodically to the ARC for their review to ensure that such transactions Persons are carried out on an arm’s length basis and on normal commercial terms, Transactions without prejudice to the Group.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
All reportable transactions will be promptly announced via SGXNet and in our annual report.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
All employees are to declare any instance of conflict of interest upon Conflict of joining the Company.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Subsequently, during the annual declaration Interest exercise, all employees are required to disclose any potential conflicts of interest.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Employees should report to their immediate supervisor if they are offered any gifts as inducement or gratification.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In cases where it may be discourteous not to accept the gift, the recipient must thereby declare it by completing the ‘Declaration of Gift Received’ form.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Corporate Gifts These anti-corruption policies are made accessible and communicated to all our staff via our intranet portal, with training conducted as part of the onboarding process to educate them on the importance and necessity of abiding by Healthway’s code of conduct.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In addition, employees are encouraged to approach their reporting officer(s), their Head of Department (“HOD”), or the Human Resources (“HR”) department if they would like to seek advice on implementing the organisation's policies and practices for responsible business conduct.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"The ARC is empowered to commission investigations into matters of suspected fraud or irregularity, or failure of internal controls or infringement of any laws or regulations, and to evaluate the subsequent findings.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In FY2022, there were no whistleblowing reports received regarding misconduct in the workplace such as bribery, corruption, or dishonest practices.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Additionally, there were zero instances of employee dismissal or disciplinary action resulting from fraud or corruption.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Our organization has also remained compliant with legal regulations and ° Nf Healthway Empowering Healthier Lives We are pleased to share that our Singapore Governance and Transparency Index (“SGTI"") ranking improved from 270"" position in 2020 to 87"" position in 2022 (FY2021: 26"" place).",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"The annual SGTI is the leading index for assessing Singapore-listed companies on their corporate governance disclosures and practices, as well as the timeliness, accessibility, and transparency of their financial results announcements.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Targets for FY2023 To maintain zero reported incidents of corruption and misconduct.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
e v Healthway oe Medical Empowering Healthier Lives and public health risks.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"To prevent harm to human health and the environment, we place great emphasis on the careful and responsible handling of medical waste within our clinics.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
We have engaged external medical waste handlers that are licensed by the National Environmental Agency (“NEA”) to properly dispose of all medical waste generated in our day-to- day operations.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
We regularly assess our selected vendors on a rotational basis to ensure that their performance meets our criteria for safe and sustainable waste management practices.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Our healthcare staff are required to undergo training to identify the different types of pharmaceutical waste, as summarised below, and learn the specifics of our disposal procedures, as described in our inaugural sustainability report for the financial year ended 31 December 2017.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Our staff are also periodically reminded to apply the proper disposal methods via emails and during clinic supervisors’ meetings involving our pharmacists.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"General Pharmaceutical Waste ePharmaceutical products such as vitamins, over the counter medications, and most prescription-only medications for hypertension, diabetes, etc.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Special Pharmaceutical Waste eAnti-infective, vaccines and other immunological products eAntineoplastic drugs Controlled drugs ePharmaceutical products and medical devices containing heavy metals Following our acquisition of EBH in FY2021, the total quantitative costs of medical waste has increased slightly, from $$25,000 in FY2021 to $$32,000 in FY2022.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"While quantitative data on the amount of waste disposed by EBH is unavailable, the amount of medical waste disposed by the rest of the Group decreased from 6,000 litres in FY2021 to 5,448 litres in FY2022, which Is indicative of our commitment to engaging in sustainable waste management practises.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Over the reporting period, we further noted that there was a significant increase in the average cost per litre of waste disposed, from S$4 in FY2021 to S$6 in FY2022.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In line with Singapore's ambition to become a zero-waste nation, we will continue to work towards reducing wastage and managing our waste disposal processes in a responsible, efficient, and cost-effective manner.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Targets for FY2023 To provide training and regular reminders to our employees emphasizing the importance of wearing the appropriate personal protective equipment when handling medical waste.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
To continue our record of zero non-compliance cases with waste disposal regulations.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"° Nf Healthway Empowering Healthier Lives cultivating a diverse and inclusive workplace environment that is free of discrimination, where all employees, regardless of their race, gender, age, religion, or ethnicity, are treated in a respectful and equitable manner.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"We recruit employees solely based on merit, and promotion decisions are solely based on employees’ work performance.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Our remuneration structure and employee benefits are designed to be equitable, without any gender or age bias.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"We expect all our employees to treat each other equally, with dignity and respect.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Employees can report any incidents of discrimination they faced or witnessed to the HR department or their HODs, who will then work together to investigate the report and take preventive and punitive actions, if necessary.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Board level We highly value diversity in our Board of Directors and have drafted a board diversity policy, containing targets, plans, timelines and progress (where applicable).",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Please refer to the section in our annual report, under the Corporate Governance (Provision 2.4) disclosure for our “Board Independence” and “Women on the Board” disclosures Employee level As of 31 December 2022, the Group employed a total of 608 permanent employees in Singapore, of which 30 employees were part-time workers.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Between FY2021 and FY2022, there has been no significant variation in Healthway’s workforce diversity.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"As is the norm within the healthcare industries, our female employees tend to comprise a larger proportion of the workforce (FY2022: 78%).",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Over 55% of our employees are between the age group of 30 to 50 years old, while 24% are above 50 years old.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Further details on our employee profile is as follows: BREAKDOWN BY GENDER Male | Female General Staff 2022 17 286 2021 19 266 Executives 2022 111 185 2021 106 140 Management 2022 8 1 2021 8 1 ° Nf Healthway Empowering Healthier Lives General Staff Executives Management BREAKDOWN BY AGE GROUP m<30yearsold ™30-50yearsold m>50 years old General Staff Executives Management Targets for FY2023: To maintain our track record of having zero reported incidents of discrimination, while continuing to promote a culture of diversity and equal opportunity across the Group.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"e v Healthway _ Medical Empowering Healthier Lives knowledge, skills, and abilities is key to helping the Group achieve better health outcomes for our patients.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"To maintain our market competitiveness, it is crucial that we invest in our employees and develop a skilled and competent workforce that can meet the ever-evolving demands of the healthcare industry.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"We value the growth and development of our employees, and we strive to provide them with continual opportunities for lifelong learning and career growth.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"As part of our annual performance appraisal for all our employees, we conducted a training needs analysis to gather inputs from staff and managers on the type of training they require.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"A breakdown of the employees who have undergone such a performance and career development review in FY2022 is as follows: Percentage of total employees receiving performance review FY2022 FY2021 Management and above 100% 100% Executives 94% 82% General staff 86% 91% In support of our employees’ personal and professional development, we leverage the government's funding schemes and subsidies, such as the Skills Development Fund and Skills Future Fund, to offer a broader range of training and career development opportunities to our employees.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In FY2022, our staff took part in courses on basic cardiac life support, phlebotomy, mask fitting, and clinic operational processes, most of which were conducted by external vendors.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In addition, our staff are also offered the opportunity to enrol in diploma courses on varied topics, ranging from a Graduate Diploma in Family Medicine to a diploma on social media marketing.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"The training hours increased from 2,377 hours in FY2021 to 10,088 hours in FY2022 mainly due to the increase in no.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
of staff who underwent formal training during FY2022.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
A breakdown of the average staff training hours by gender and employee category Is as follows: Average staff training hours for all eligible staff FY2022 FY2021 Male 99 5 Female 24 22 Management and above 16 5 Executives 15 18 General staff 154 50 e v Healthway oe Medical Empowering Healthier Lives with the skills and knowledge required to adapt to the evolving needs of this industry.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Targets for FY2023 To have 90% of all staff undergo an annual performance evaluation and career development review e v Healthway a Medical Empowering Healthier Lives confidentiality of all data related to our clinic operations.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Given that any instances of misuse, breaches or leaks may lead to penalties, fines, and significant reputational damage for the Group, protecting the privacy and security of our patients' data is of utmost importance for us.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In line with the Personal Data Protection Act 2012 (“PDPA”), we have established policies and practices within the Group to ensure that patients’ personal data is collected, handled, and protected in a responsible and secure manner.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
The Group has appointed a Data Protection Officer and established a Data Protection Committee to handle all matters concerning PDPA compliance.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
The committee consists of trained members from individual business units across the organisation and can be contacted at dpo@healthwaymedical.com.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"To further strengthen our PDPA policies and tailor them to the specific needs of our different businesses, we engaged an external data protection consultant in FY2021 to help establish a PDPA framework and policy at Group level and to develop Standard Operating Procedures (“SOPs”) to guide different business processes within the Group.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Our Data Protection Policy sets forth general guidelines and procedures concerning the collection, storage, usage, processing, and disclosure of personal data.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"This policy also outlines the procedure for individuals to withdraw their consent to the use or disclosure of their personal data, and request access or correction to their personal data that is under our control.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"In addition, we have implemented various protection mechanisms and security controls to ensure confidentiality of our corporate clients and patients, including the following: e Access controls are role-based and granted on a need basis only.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"Authorised approvals are required for data extraction requests e Softcopy in transit is password protected and hardcopy documents are locked in a secure location e Softcopy information including data in our IT systems is accessible to specific user through user login only e Detailed logging mechanism in generating and exporting data from Clinic Management System (""CMS"") is trackable with audit logs and audit trails.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"e Information in our CMS is accessible by clinics only e Patient personal information is not disclosed over phone and only provided when patient is physically present at the clinic The Group has also incorporated various safety measures into our Information Technology infrastructure through the implementation of the following essential controls: e Computer Security: No administrator access for desktops, encryption for laptops, and endpoint security for all devices e Network Infrastructure Security: firewalls, geolocation blocking, threat detection, controlled ports, enforced 2FA, and data encryption We strictly adhere to our privacy policy, which prohibits the sending of promotional and marketing messages via phone calls, text messages, and faxes to patients who have registered ° Nf Healthway Empowering Healthier Lives them.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"We are pleased to announce that we received zero customer complaints related to data privacy or any reported breaches of customer privacy in FY2022, and there were no incidents of leaks, thefts, or loss of customer data.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
Targets for FY2023 To have zero complaints and data breaches with regards to customer privacy.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"To maintain the highest standards of customer data privacy protection within our organisation and throughout our supply chain, in full compliance with the PDPA.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
e v Healthway a Medical Empowering Healthier Lives GRI Standards for the period from 1 January to 31 December 2022.,Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"GRI 1 used GRI 1: Foundation 2021 Applicable GRI The relevant GRI Sector Standard for the healthcare industry has yet to be Sector Standard(s) published, as of the publication date of this report.",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
"GRI Standard Disclosure Page Reference GENERAL DISCLOSURE Ch amelalaci The organisation and its reporting practices Disclosures 2-1 Organisational details 14&5 2021 2-2 Entities included in the organisation’s sustainability reporting 1 2-3 Reporting period, frequency and contact point 1 2-4 Restatements of information No restatements 2-5 External assurance 1 Activities and Workers 2-6 Activities, value chain and other business relationships 4-6 2-7 Employees 16 2-8 Workers who are not employees Not applicable Governance 2-9 Governance structure and composition AR: 21 2-10 Nomination and selection of the highest governance body AR: 31 2-11 Chair of the highest governance body AR: 10, 20 2-12 Role of the highest governance body in overseeing the 9 management of impacts 2-13 Delegation of responsibility for managing impacts 9 2-14 Role of the highest governance body in sustainability 9 reporting 2-15 Conflicts of interest AR: 22 2-16 Communication of critical concerns AR: 48 2-17 Collective knowledge of the highest governance body 9 2-18 Evaluation of the performance of the highest governance body AR: 38 2-19 Remuneration policies AR: 38 2-20 Process to determine remuneration AR: 38 2-22 Statement on sustainable develooment strategy 2-3 2-26 Mechanisms for seeking advice and raising concerns 13 2-27 Compliance with laws and regulations 13 — 14 2-28 Membership associations 7-8 2-29 Approach to stakeholder engagement 10 2-30 Collective bargaining agreements Not applicable MATERIAL TOPICS GRI 3: Material | 3-1 Process to determine material topics 11-12 Topics 2021 3-2 List of material topics 1-12 e v Healthway ; sar Li Medical Empowering Healthier Lives MATERIAL TOPICS Page Reference Anti-Corruption GRI 3: Material , ; Topics 2021 3-3 Management of material topics 13 - 14 GRI 205: Anti- | 205-2 Communication and training about anti-corruption policies 3 Corruption and procedures 2016 205-3 Confirmed incidents of corruption and actions taken 13 Medical Waste and Effluents GRI 3: Material , ; Topics 2021 3-3 Management of material topics 15 CRI 306: 306-1 Waste generation and significant waste -related impacts 15 Waste 2020 306-2 Management of significant waste-related impacts 15 306-3 Waste generated 15 Diversity and E qual Opportunity Topics 2021 3-3 Management of material topics 16-17 GRI 405: Diversity and Equal 405-1 Diversity of governance bodies and employees 16-17 Opportunities Topics 2021 3-3 Management of material topics 18 -19 GRI AOA: 404-1 Average hour of training per year per employee 18 Training and 404-2 Programs for upgrading employee skills and transition 18 Education assistance programs 016 404-3 Percentage of employees receiving regular performance and 18 career development reviews Topics 2021 3-3 Management of material topics 20 - 21 GRI A18: , , , Customer 418-1 Substantiated complaints concerning breaches of customer 00 21 Privacy 2016 privacy and losses of customer data Healthway Medical Empowering Healthier Lives",Singapore,Health,HEALTHMEDICAL,2022,['No Label']
i / ——- sa ~~ a ENVIRONMENTAL 4 SUSTAINABILITY @ DISCLOSURE !,Singapore,Health,HSA,2023,['No Label']
"REPORT FY2023 HEALTH SCIENCES AUTHORITY Health Sciences Authority 1) Introduction 1.1 About This Report and Reporting Boundary 1.2 About HSA (Vision, Mission, Our Core Values & Roles) 2) Board and Senior Management Statement 2.1 Board Member's Foreword 2.2 Message from CEO 3) Governance Structure for Environmental Sustainability 4) Indicators, Targets & Performance 4.1 Key Highlights 4.2 Greenhouse Gas (GHG) Emission 4.3 Energy Consumption 4.4 Water Consumption 4.5 Waste Generation 5) Incorporating Sustainability into Other Core Business Areas 5.1 Information Management (IM) 5.2 Procurement 6) Building a Sustainability Culture 6.1 Awareness & Education Programme 6.2 Sustainability Practices 6.3 Community Engagement 6.4 Environmental Conservation HEALTH SCIENCES AUTHORITY This is the Health Sciences Authority’s (HSA) inaugural Sustainability Report.",Singapore,Health,HSA,2023,['No Label']
"It outlines HSA’s approaches in attaining the GreenGov.SG targets, fostering a sustainable organisation and improving our environmental sustainability performance.",Singapore,Health,HSA,2023,['No Label']
The reporting period for these environmental disclosures is from 1 April 2023 to 31 March 2024.,Singapore,Health,HSA,2023,['No Label']
Highlights of some of our sustainability efforts since 2013 are also included in this report.,Singapore,Health,HSA,2023,['No Label']
"Reporting Boundary This disclosure report covers HSA’s operations at the locations listed below: HSA Building at 11 Outram Road; Health Products Regulations Group (HPRG)’s offices at Biopolis Way; Mortuary at SGH Block 9; DNA Profiling Laboratory at Biopolis Drive; Chemical Metrology Laboratory at Science Park II; and Four satellite Bloodbanks located at Woodlands Civic Centre, Westgate Tower, Dhoby Xchange and One Punggol.",Singapore,Health,HSA,2023,['No Label']
Ana Pwnr > HEALTH SCIENCES AUTHORITY Pg3 Vision To be the leading innovative authority protecting and advancing national health and safety.,Singapore,Health,HSA,2023,['No Label']
"Mission To wisely regulate health products, serve the administration of justice, secure the nation’s blood supply, and safeguard public health.",Singapore,Health,HSA,2023,['No Label']
"Our Core Values SHE6@ Roles of HSA Service to the nation We are part of the Singapore Public Service, committed to integrity, excellence, and efficiency.",Singapore,Health,HSA,2023,['No Label']
Passion for excellence We aim to be the best in all that we do.,Singapore,Health,HSA,2023,['No Label']
Develop our community We value our people and build trusted teams.,Singapore,Health,HSA,2023,['No Label']
"Inspire trust We act with credibility, professionalism, and integrity, to instil public trust and confidence.",Singapore,Health,HSA,2023,['No Label']
Live innovation We seek to constantly improve and transform.,Singapore,Health,HSA,2023,['No Label']
"HSA is a multidisciplinary authority applying medical, pharmaceutical and scientific expertise through its three professional groups, to protect and advance national health and safety.",Singapore,Health,HSA,2023,['No Label']
"Applied Sciences Group -— We serve the administration of justice with the use of forensic medicine, forensic science, and analytical chemistry testing.",Singapore,Health,HSA,2023,['No Label']
Blood Services Group — We secure the nation’s blood supply by ensuring a safe and adequate blood supply for public and private hospitals.,Singapore,Health,HSA,2023,['No Label']
"Health Products Regulation Group - We regulate health products to meet standards of safety, quality, and efficacy.",Singapore,Health,HSA,2023,['No Label']
HEALTH SCIENCES AUTHORITY Pg 4 2 .,Singapore,Health,HSA,2023,['No Label']
Prof Tai Lee Siang The Board and senior management of HSA recognise the importance of environmental sustainability.,Singapore,Health,HSA,2023,['No Label']
"We are committed to integrating sustainable practices into our organisational culture and operations, with the aim of minimising our environmental impact and contributing to a healthier planet for current and future generations.",Singapore,Health,HSA,2023,['No Label']
"Our commitment to environmental sustainability is reflected in our strategic initiatives, resource allocation, and decision-making processes.",Singapore,Health,HSA,2023,['No Label']
"We understand that our actions today will have a lasting impact on the environment, public health, and the well-being of our community.",Singapore,Health,HSA,2023,['No Label']
HSA is therefore dedicated to continuously improve our environmental performance and foster a culture of sustainability throughout the organisation.,Singapore,Health,HSA,2023,['No Label']
"Through collaboration with stakeholders, adoption of innovative technologies, integrating top-down and bottom-up initiatives and adherence to best practices, we aim to reduce our carbon footprint, conserve natural resources, and promote environmental stewardship in all aspects of our work.",Singapore,Health,HSA,2023,['No Label']
"Furthermore, we are committed to transparency and accountability in our environmental sustainability efforts.",Singapore,Health,HSA,2023,['No Label']
"HSA will regularly assess and report on our environmental performance, set ambitious targets for improvement, and engage our stakeholders to foster a shared commitment to sustainability.",Singapore,Health,HSA,2023,['No Label']
"We believe that by embracing environmental sustainability, we can fulfill our responsibility as a healthcare authority and inspire positive change within the industry and contribute to a more sustainable and resilient future for all.",Singapore,Health,HSA,2023,['No Label']
HEALTH SCIENCES AUTHORITY (H] B ee AE LOTS ELEL ti we iA .,Singapore,Health,HSA,2023,['No Label']
"% ee wn BE , ~ =.) 2.2 CEO’ S MESSAGE Ly: \ FE BE YTS.",Singapore,Health,HSA,2023,['No Label']
"\ Ef peed 2 Dr Choong May Ling, Mimi Since HSA was established in 2001, we have been serving the administration of justice, securing the nation’s blood supply, regulating health products, and safeguarding public’s health.",Singapore,Health,HSA,2023,['No Label']
"Supporting numerous testing laboratories and corporate office spaces, our resource-intensive operations present a significant opportunity for us to make a substantial impact on waste minimisation.",Singapore,Health,HSA,2023,['No Label']
There has been an increasing need to weave sustainability into every aspect of our operations as we face the threats of climate change and rapid resource depletion.,Singapore,Health,HSA,2023,['No Label']
"Since 2010, HSA has embarked on its sustainability journey and actively prioritised the implementation of sustainable processes and inculcating sustainable practices in our workplace and infrastructures.",Singapore,Health,HSA,2023,['No Label']
"We are proud to present our inaugural Sustainability Report which reflects our efforts and ambitions in becoming a low- carbon, climate resilient, and resource-efficient organisation.",Singapore,Health,HSA,2023,['No Label']
"HSA has been actively engaging our management and officers in promoting energy and water conservation, waste segregation, and 3R (Reduction, Reuse, Recycle) initiatives.",Singapore,Health,HSA,2023,['No Label']
"These efforts aim to reduce unnecessary carbon emissions by encouraging the reduction, reuse and recycling of waste.",Singapore,Health,HSA,2023,['No Label']
We have taken an educational approach by promoting sustainable practices through emailers and have made recycling more convenient by increasing the number of recycling points.,Singapore,Health,HSA,2023,['No Label']
We understand that achieving sustainable practices requires consistent efforts and collaboration.,Singapore,Health,HSA,2023,['No Label']
"HSA believes that by working together with external partners such as professionals, researchers, and our community, we can create a healthier and greener future.",Singapore,Health,HSA,2023,['No Label']
We are dedicated to implementing sustainable initiatives that prioritise the well-being of both people and the environment.,Singapore,Health,HSA,2023,['No Label']
HEALTH SCIENCES AUTHORITY Overview The Board and CEO are responsible for providing strategic direction and leadership to advance sustainability efforts.,Singapore,Health,HSA,2023,['No Label']
The HSA Sustainability Committee was established in June 2023 to strengthen sustainability efforts within HSA.,Singapore,Health,HSA,2023,['No Label']
"It is led by the Group Director of Corporate Services Group, a member of the senior management team, and comprises officers from different key functions and supported by the Secretariat.",Singapore,Health,HSA,2023,['No Label']
"The Committee oversees the implementation of strategic sustainability initiatives, promotes good practices, tracks sustainability efforts and indicators in the organisation.",Singapore,Health,HSA,2023,['No Label']
"These initiatives include the greening of HSA building, as well as efforts in the areas of procurement, laboratory processes, and data centre.",Singapore,Health,HSA,2023,['No Label']
Updates of the activities and KPIs are reported to senior management on a half yearly basis.,Singapore,Health,HSA,2023,['No Label']
"Board's Oversight and CEO Sustainability Committee Chair Group Director Corporate Services Group Committee Members Nominated Staff from the Professional Groups and Corporate Services Secretariat Infrastructure & Sustainability staff HSA Staff EE HEALTH SCIENCES AUTHORITY TARGETS*AND PERFORMANCE Overview HSA is committed to reducing electricity, water, and waste to achieve the SG Green Plan 2030 target.",Singapore,Health,HSA,2023,['No Label']
"We adopted a phased approach aligned with the sustainability targets of our parent ministry, Ministry of Health (MOH).",Singapore,Health,HSA,2023,['No Label']
"The Applied Sciences Group (ASG), Blood Services Group (BSG) and Health Products Regulation Group (HPRG) offer the key services that HSA provides.",Singapore,Health,HSA,2023,['No Label']
"We recognise the importance of fostering a sustainable culture and are committed to integrating sustainable practices into our business processes to enhance environmental sustainability performance for electricity, water and waste.",Singapore,Health,HSA,2023,['No Label']
Outlined below are our performance indicators and highlights of staff contributions towards meeting these targets.,Singapore,Health,HSA,2023,['No Label']
"Collectively, there have been improvements to HSA's Greenhouse Gas (GHG) emissions, resource utilisation and waste generation from the baseline levels.",Singapore,Health,HSA,2023,['No Label']
HEALTH SCIENCES AUTHORITY | ff leo tales altace...,Singapore,Health,HSA,2023,['No Label']
i can | 4.1.,Singapore,Health,HSA,2023,['No Label']
Key Highlights HSA has embarked on the sustainability journey since 2010.,Singapore,Health,HSA,2023,['No Label']
Below are some of our achievements: BCA GREEN MARK ELECTRICITY (GM) PLATINUM 2019 - HSA building achieved GM Platinum award.,Singapore,Health,HSA,2023,['No Label']
2022 - Recertification of GM Platinum award.,Singapore,Health,HSA,2023,['No Label']
GENERAL WASTE 2022 - Segregated waste into: non-regulated e-waste; e-waste; and metal items; etc.,Singapore,Health,HSA,2023,['No Label']
HSA building is certified as a water-efficient building.,Singapore,Health,HSA,2023,['No Label']
"2017 - Replaced 13 water taps with 3-tick WELS taps, and adjusted the water flow for better regulation.",Singapore,Health,HSA,2023,['No Label']
COOL PAINT 2023 - Applied cool paint to the roofs of Bin centre and the Solvent store.,Singapore,Health,HSA,2023,['No Label']
HEALTH SCIENCES AUTHORITY 2013 - Implemented NEA’s Guaranteed Energy Savings Performance (GESP) contracting model for 2 chillers.,Singapore,Health,HSA,2023,['No Label']
2016 - Replaced 6 Air Handling Units (AHU).,Singapore,Health,HSA,2023,['No Label']
"2017 - Replaced fluorescent lights with LED lights in offices, laboratories, and common areas in HSA building.",Singapore,Health,HSA,2023,['No Label']
2019 - Implemented GESP for the 3rd chiller.,Singapore,Health,HSA,2023,['No Label']
SOLAR PANEL 2023 - Installed 22 units of solar panels at 2 carparks to power street lighting.,Singapore,Health,HSA,2023,['No Label']
