esg_text,NER_Results
"aS a  AE  Sok  oe LS  A   Introduction 2  About Marvell 3  The Role of Marvell Products in Society 4  FY23 ESG Highlights 7  Q&A: Mark Casper, EVP and Chief Legal Officer 8  Our Approach to ESG 10  ESG Priorities 11  Stakeholder Engagement 12  Our Goals 15  ESG Governance 18  Operational Resilience 21  Supply Chain Engagement 22  Environment 25  Climate Change 26  Product Sustainability 31  Water and Waste 35  Social 37  Our People 38  Inclusion and Diversity 39  Talent Attraction, Development,  Engagement and Wellbeing 44  Human Rights 53  Community Engagement  Marvell Technology, Inc.","{'numbers': ['11', '12', '15', '18', '21', '22', '25', '26', '35', '39  '], 'metrics': [], 'dates': []}"
FY 2023 ESG Report Governance 59  Ethics and Compliance 60  Data Privacy and Security 63  Appendix 66  About This Report 67  Global Reporting Initiative (GRI)  Content Index 68  Sustainability Accounting Standards  Board (SASB) Index 78  Task Force on Climate-related  Financial Disclosures (TCFD) Index 81  United Nations Sustainable  Development Goals (UN SDGs) 83  Greenhouse Gas Emissions  Verification Statement 84  Forward-Looking Statements 86  our business strategy  and decision.,"{'numbers': ['59', '60', '63', '66', '68', '78', '81', '83'], 'metrics': [], 'dates': ['2023']}"
"making.” A Message From Our  Chairman and CEO  | am pleased to introduce Marvell’s second annual Environmental,  Social and Governance (ESG) report.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"Building upon our inaugural report, this year we provide an update on the  progress we have made toward our key ESG goals.","{'numbers': [], 'metrics': [], 'dates': ['this year']}"
"Comprehensive Data Infrastructure Portfolio  Storage  | | el  MARVELL MARVELL MARVELL  Bravera™ Bravera™ Bravera™  SDD Controllers HDD Controllers HDD Preamps Electro-optics  7 Se 7 oe rr |  e e  sooo sooo  | — | —  MARVELL MARVELL  PAM4 DSP Coherent DSP  Networking Security  [ome SS) Ce aa | Ce: fe Te fe oo Ta  | | | | It | | ha | | | ial M4 | ha | | jE MARVELL  | cae | an | cee MARVELL an | cee MARVELL | MARVELL | MARVELL Brightlane™ MARVELL | MARVELL LiquidSecurity”  Teralynx’ | Prestera® Alaska” Etherien | OCTEON® NITROX®  Compute  f ° Toe f e ~ e i Bee |  | | le) ee MARVELL overt | MARVELL  OCTEON’ MARE Custom  Fusion | OCTEON Processor  All products are customizable as part of our comprehensive ASIC offering  Marvell Technology, Inc.","{'numbers': ['7'], 'metrics': [], 'dates': []}"
"FY 2023 ESG Report Back to Table of Contents  Marvell is founded  Wilmington, DE  Place of incorporation  ¢5.92B  FY23 revenue  7,448  # of employees  Our FY23 Workforce  Countries  49%  Based in the Americas  40%  Based in Asia Pacific  (APAC) & India  11%  Based in Europe, the  Middle East and Africa  (EMEA)  Over 10,000 patents and  patent applications pending  Products in Society  Marvell products are both enabling and responding to the megatrends of today’s world.","{'numbers': ['10,000'], 'metrics': ['7,448  #', '49%', '40%', '11%'], 'dates': ['2023', 'today']}"
"We share further insights and case studies below  that bring this to light across our four key markets — enterprise networking, data center,  carrier infrastructure and automotive.","{'numbers': ['four'], 'metrics': [], 'dates': []}"
"In Action: Latest Ethernet PHY devices  - Consume half the power of the previous  generation, freeing up watts for use by  more energy-intensive elements of the  system - Enables advanced data analysis, scenario  forecasting and better decision making  with ML and Al In Action: Teralynx® 10 networking  switch  - Slashes power consumption by 80%  - Accelerates networking for ML and Al  due to low-latency and architecture  - Enable more computation within a fixed  power envelope, so that the network does  not overheat  Marvell Technology, Inc.","{'numbers': ['10'], 'metrics': ['80%'], 'dates': []}"
"FY 2023 ESG Report Back to Table of Contents  Megatrends  shaping our  markets:  1} Le all  Artificial  intelligence (Al) and  machine learning  (ML)  Co  Smart, connected  devices  fat  Advanced driver  assistance  se  Borderless  enterprise  Gt  Power  efficiency  Cybersecurity  and resilient  infrastructure  - Mobile operators’ high-performance  networks increasingly depend on efficient  processors to keep costs and energy  consumption in check.","{'numbers': ['1'], 'metrics': [], 'dates': ['2023']}"
"In Action: Data-processing unit and  baseband technologies within Nokia’s  ReefShark chipsets  - Include industry’s first 5nm Arm®  Neoverse N2 multicore solution  - Support the rapid advancement of  5G network performance, enabling  the application of 5G to more uses  - Empower Nokia to reduce the energy  consumption of its latest products by  some 30%, when combined with software,  services and other hardware optimization  Marvell Technology, Inc.","{'numbers': ['5', '5', '5'], 'metrics': ['some 30%'], 'dates': []}"
"FY 2023 ESG Report Social Governance Appendix  Automotive  - Modern software-defined vehicles require  secure, high-speed networking, with the  reliability and safety the auto-industry  demands.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"In Action: Brightlane™ Automotive  Ethernet products  - Make the software-defined vehicle  a reality  - Enable a secure Ethernet-based  in-vehicle network  - Lead to the replacement of hundreds of  pounds of cabling with a much lighter and  more efficient zonal network architecture Back to Table of Contents  SEMICONDUCTOR ‘S| 1/A Bee ASSOCIATION  - Semiconductor  i Climate Consortium  FOUNDING MEMBER  100 BEST  2023 BEST  PLACES ante  ra t WORK  [FORTUNE]  Veres  pn  Certified  JAN 2023-JAN 2024  USA  Ratings Environment  CSA  Where Leaders Meet “open « wens Compute Proje  SAN FRANCISCO BUSINESS TIMES  Bip) cw  2023 BEST PLACES TO WORK glassdoor  BEST PLACES WORK Aye  - Silicon Valley Business Journal Top 50 Silicon  Valley Corporate Philanthropists (2022)  - San Francisco Business Times Top 100 Bay Area  Corporate Philanthropists (2022)  Wcpp MSCI  ESG RATINGS Rated om |  - CDP Climate Change: B [ece| 8 [Be [BEB| A MANINGSIAR | SUSTAINALY TICS  - CDP Water Security: B  - CDP Supplier Engagement  Rating: B  * and ** Please see Disclaimer Statements on page 67  Marvell Technology, Inc.","{'numbers': ['100', '50', '100', '67'], 'metrics': ['hundreds of  pounds'], 'dates': ['2023', '2023', '2022', '2022']}"
£ sien  FY 2023 ESG Report ESG Risk Rating 17.5 (low risk)  ecovadis  Sustainability  Rating CDP  SUPPLY CHAIN  MEMBER Social Governance Appendix Back to Table of Contents  7 AN .,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"<p Responsible Business Alliance  ~‘ Vv A Advancing Sustainability Globally Clean Energy Buyers Association Ww  \I/ s"" AMBriONroR Da © MLSS & = a  Highlights  The following activities  and impacts showcase some  of our top ESG focus areas in  the past year.","{'numbers': [], 'metrics': [], 'dates': ['the past year']}"
"Almost  88% of our new directors were  promoted from within Marvell,  rather than hired in from  outside Marvell.","{'numbers': [], 'metrics': ['Almost  88%'], 'dates': []}"
"FY 2023 ESG Report Environment Social Governance Appendix  Addressing  Climate Change  We joined 80+ other large  companies as a member of  the Semiconductor Climate  Consortium, the first global  collaborative of semiconductor  ecosystem companies to tackle  impacts of climate change  across the value chain.","{'numbers': ['first'], 'metrics': [], 'dates': ['2023', '80+']}"
Giving Back  We increased the number  of nongovernmental  organizations that participate  in our volunteer time-off and  company match programs to  over 300 organizations from  30 in the previous year.,"{'numbers': ['300', '30'], 'metrics': [], 'dates': ['the previous year']}"
f  iy 3  vi & Back to Table of Contents  Innovating for Product  Sustainability  We are developing products  with lower power demand.,"{'numbers': ['3  vi & Back'], 'metrics': [], 'dates': []}"
"With the launch of the OCTEON  10 DPU family, we have  enabled a threefold increase  in compute performance and  a 50% reduction in power over  previous generations.","{'numbers': ['10'], 'metrics': ['50%'], 'dates': []}"
Promoting a Responsible  Supply Chain  The number of our top Tier 1  suppliers that were audited  through the Responsible  Business Alliance Validated  Assessment Program increased  to 83% from 76% in the previous  year.,"{'numbers': [], 'metrics': ['83%', '76%'], 'dates': ['the previous  year']}"
We are pursuing the goal of  achieving 100% by 2025.,"{'numbers': [], 'metrics': ['100%'], 'dates': ['2025']}"
Q: What is an ESG accomplishment from  the past year that makes you feel especially  proud?,"{'numbers': [], 'metrics': [], 'dates': ['the past year']}"
A: An important focus area for us over the  past year has been setting a science-based  target (SBT) to help us reduce our company-  wide greenhouse gas (GHG) emissions.,"{'numbers': [], 'metrics': [], 'dates': ['the  past year']}"
"FY 2023 ESG Report In 2023, we submitted our target for  validation by the Science Based Targets  initiative (SBTi).","{'numbers': [], 'metrics': [], 'dates': ['2023', '2023']}"
"It is aligned with a 1.5°C  climate scenario, which means we plan  to reduce our GHG emissions in line with  the goals of the Paris Agreement.","{'numbers': ['1.5'], 'metrics': [], 'dates': []}"
"Our SBT  focuses on reducing our Scope 1 and 2  emissions by increasing renewable energy  procurement, and Scope 3 emissions —  by increasing energy efficiency across our  product portfolio.","{'numbers': ['2'], 'metrics': [], 'dates': []}"
Q: What other foundational work has been  done this year?,"{'numbers': [], 'metrics': [], 'dates': ['this year']}"
"This year, we conducted a climate  risk and opportunity assessment for our  direct operations and supply chain, in  alignment with the recommendations of  the Task Force on Climate-related Financial  Disclosures (TCFD).","{'numbers': [], 'metrics': [], 'dates': ['This year']}"
"A: We’ve made great progress in the  past few years, and are energized by the  opportunities in front of us.","{'numbers': [], 'metrics': [], 'dates': ['the  past few years']}"
"We know topics such as human rights,  product carbon footprints and the use of  water in semiconductor manufacturing  can’t be addressed overnight or by us alone.","{'numbers': [], 'metrics': [], 'dates': ['overnight']}"
"That’s why I’m excited that in the past year,  Marvell joined the Semiconductor Climate  Consortium, the Clean Energy Buyers  Association and the CDP Supply Chain  program.","{'numbers': [], 'metrics': [], 'dates': ['the past year']}"
"FY 2023 ESG Report Social Governance Appendix Back to Table of Contents  We’re determined to tackle  ESG issues in collaboration with  our suppliers and customers,  to make our business and our  industry more sustainable   of people and our planet are vital to our long-term success.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"In 2020, we worked with a third-party expert to conduct a formal assessment of our  ESG priorities to establish the ESG topics of highest priority to our internal and external  stakeholders, including customers, employees, investors, suppliers, nongovernmental  organizations (NGOs) and industry associations.","{'numbers': ['third'], 'metrics': [], 'dates': ['2020']}"
"We plan on conducting another formal assessment of our ESG priorities reflecting the  developments over the past few years, to refresh our priority topics and inform our  FY24 ESG report.","{'numbers': [], 'metrics': [], 'dates': ['the past few years']}"
FY 2023 ESG Report 11  Engaging with our stakeholders informs the decisions we make across our business and  helps us prioritize key areas of impact as well as our long-term business success.,"{'numbers': ['11'], 'metrics': [], 'dates': ['2023']}"
"Virtual and in-person meetings  Annual questionnaires  Quarterly business reviews  Annual customer surveys  Virtual company-wide  townhalls  Team meetings  Executive site visits and  listening tours  Employee in-person interviews  Employee surveys  Weekly CEO emails  Intranet  Internal communication  (i.e., emails and digital chats)  FY 2023 ESG Report Understand customers’  current and future needs  Develop products and  services to meet customer  expectations  Share latest updates on  company, including our ESG  performance and plans  Provide access to learning  and professional development  Provide information about  compensation, benefits  and annual performance  appraisals  Engage in volunteer time-off  and match programs  Engage in cultural events  and celebrations to cultivate  connection to a broader  purpose and enhance  relationships  Obtain regular feedback  from employees Climate Change  Data Security & Privacy  Ethics & Compliance  Product Sustainability  Supply Chain Engagement  Community Engagement  Climate Change  Data Security & Privacy  Employee Attraction,  Development, Engagement  & Retention  Employee Wellness,  Health & Safety  Ethics & Compliance  Inclusion & Diversity  Product Sustainability   of Engagement Governance Appendix  Purpose of Engagement Back to Table of Contents  Key ESG Topics  Investors  Suppliers  Communities & NGOs  Marvell Technology, Inc.","{'numbers': [], 'metrics': [], 'dates': ['Annual', 'Quarterly', 'Annual', '2023', 'annual']}"
"Virtual and in-person meetings  Investor Day (every 18 months)  Investor roadshows  Quarterly earnings calls  SEC Filings  Marvell investor  relations website  Virtual and in-person meetings  Annual request for ESG  data collection  Quarterly business reviews  Annual Supplier Day  Communications around  partnerships and donations  (i.e., in-person and virtual  meetings)  Participate in external  social impact conferences  and events  FY 2023 ESG Report Communicate our  financial results  Hear investor priorities and  address questions on our  business, including our ESG  performance and plans  Communicate our  expectations and  requirements, including  those related to ESG  Promote ethics and  compliance standards in our  Supplier Code of Conduct  Address questions  and requests  Provide supplier-specific  education, including on  ESG-related topics  Grow partnerships with  local communities and  NGOs through our employee  volunteer time-off and  match programs  Donate financial resources  and volunteer time Climate Change  Data Security & Privacy  Employee Attraction,  Development, Engagement  & Retention  Ethics & Compliance  Inclusion & Diversity  Product Sustainability  Climate Change  Ethics & Compliance  Human Rights  Product Sustainability  Supply Chain Engagement  Water & Waste  Community Engagement  Employee Wellness,  Health & Safety  Inclusion & Diversity   Purpose of Engagement Back to Table of Contents  Key ESG Topics  Policymakers Meetings, hearings and events  Monitoring regulations,  legislation, negotiations  and relevant reports  Industry associations Meetings, webinars  and workshops  We make substantial efforts to  understand priorities and key  concerns of our internal and  external stakeholders, which in  turn inform our ESG strategy.","{'numbers': [], 'metrics': [], 'dates': ['Investor Day', 'every 18 months', 'Quarterly', 'Annual', 'Quarterly', '2023']}"
"FY 2023 ESG Report Provide expertise on industry  issues to help shape policy  Provide technical expertise  and feedback on policy  positions  Participate in working  groups to learn and share  knowledge with our peers on  noncompetitive issues  Influence the development of  industry-relevant guidance  on various ESG topics  S ae  : Data Privacy & Security  Ethics & Compliance  IP Protection  Product Sustainability  Climate Change  Data Security & Privacy  Intellectual Property  Product Sustainability  Supply Chain Engagement  = =<)   As we continue to operationalize our ESG strategy across the company, we are making progress toward the goals we set in  FY22.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
Goal set Goal status key: In progress Near complete Complete  Goal  Our Approach to ESG  Integrate ESG across  our innovation processes Annual!,"{'numbers': [], 'metrics': [], 'dates': ['Annual']}"
"To advance  our renewable energy strategy, we joined the  Clean Energy Buyers Association (CEBA)  Pursue 100% top Tier 1 suppliers audited FY25 PY 83% of our top Tier 1 suppliers were audited  in the past two years by the Responsible through the RBA VAP (increased from 76%).","{'numbers': [], 'metrics': ['100%', 'PY 83%', '76%'], 'dates': ['Tier 1', 'the past two years']}"
"Business Alliance Validated Assessment We also elevated some Tier 2 suppliers to Tier 1  Program (RBA VAP) status, and helped them build capacity to meet  our requirements  Pursue 100% Responsible Minerals FY25 PY 64.5% of processing facilities in our supply chain  Assurance Process (RMAP)-compliant  tantalum, tin, tungsten and gold  processing facilities were compliant with RMAP  1 This target year was restated from FY23 to “annual.” In FY23, we developed an internal product power intensity target as part of our science-based  target-setting process, and we will be integrating ESG into our product innovation continuously.","{'numbers': ['1'], 'metrics': ['100%', '64.5%'], 'dates': ['year', 'annual']}"
FY 2023 ESG Report 15  Goal  Environment  Set and validate a Science-Based Target FY24?,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
(SBT) aligned with a 1.5°C climate  scenario and work toward developing  a net zero goal  Develop a low-carbon transition plan FY23  Conduct climate scenario analysis aligned FY23  with the recommendations of the Task  Force on Climate-related Financial  Disclosures (TCFD)  Reduce power consumption of products  with each generation for set capabilities  Conduct a Life Cycle Assessmen (LCA) FY25  on three key product lines  Develop and implement water action FY24  plans at sites where we have control  of water management  Achieve zero waste at sites where we have FY264  control of waste management Annual Governance  In progress Appendix Back to Table of Contents  Near complete Complete  FY23 Progress  Submitted science-based target (SBT) for  validation by the Science Based Targets  initiative (SBTi).,"{'numbers': ['1.5', 'zero', 'three', 'zero'], 'metrics': [], 'dates': []}"
"See Climate Change  Continued a trend of achieving an average of  40%-50% power reduction from one generation  to the next, for the same workload.","{'numbers': ['one'], 'metrics': ['40%-50%'], 'dates': []}"
"We are  now working to set an internal product power  intensity target as part of our science-based  target, which will ultimately supersede this goal  Scoping out the LCAs for our key products  and beginning our first product LCA in FY24  Conducted an internal water assessment at  our Santa Clara, California, offices and identified  water efficiency measures  Achieved a landfill diversion rate of 78% at  our Santa Clara offices, and improved waste  and recycling data collection practices  2 The target year was restated from FY23 to FY24.","{'numbers': ['first', '2'], 'metrics': ['78%'], 'dates': ['year']}"
"In order to maintain our commitment to the Business Ambition for 1.5°C, in FY23, we made significant progress  in setting our first company-wide science-based target focusing on our direct operations and the value chain.","{'numbers': ['1.5', 'first'], 'metrics': [], 'dates': []}"
3 The target year was restated from FY23 to FY24 due to an extension of the timeline of our activities.,"{'numbers': ['3'], 'metrics': [], 'dates': ['year']}"
"In FY23, we developed our first comprehensive company-  wide water inventory and conducted water risk assessment for direct operations, in order to inform our site-specific water action plans in FY24.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
The target year was restated from FY25 to FY26.,"{'numbers': [], 'metrics': [], 'dates': ['year']}"
"FY 2023 ESG Report 16  FY23 Progress  Follow best practices, in alignment with Anal (iii Developed Global Workplace Guidelines to  WELL, Fitwel and/or LEED building include standards across our offices globally.","{'numbers': ['16'], 'metrics': [], 'dates': ['2023']}"
"standards, at all new office constructions This document will be continuously updated  or renovations  Perform pay equity analysis globally Annual (QQ Performed an annual global gender pay equity  analysis.","{'numbers': [], 'metrics': [], 'dates': ['Annual', 'annual']}"
"Having reviewed pay equity for  several consecutive years, we have been able  to minimize gaps and plan to continue to do so  moving forward  Maintain an annualemployee engagement Annual (= The Voice of the Employee survey showed that  (ESAT) score that is higher than Glint’s our ESAT core was 78, which is higher than  Technology Industry Benchmark Glint’s Technology Industry Benchmark  (77 in FY23)  Conduct a formal Human Rights Impact FY25 Es Conducted a company-wide human rights  Assessment and develop action plans impact assessment.","{'numbers': [], 'metrics': [], 'dates': ['several consecutive years', 'Annual', '78']}"
"See more details about the  to address impacts of our value chain assessment results in Human Rights  Achieve 20% participation rate in FY25° PY Our new Volunteer Time-Off Program offers  either our volunteer time-off program employees up to three days or 24 hours of paid  or employee match program time off to volunteer, and our new Company  Match Program enables employees to donate  to a variety of eligible charitable organizations.","{'numbers': [], 'metrics': ['20%'], 'dates': ['up to three days', '24 hours']}"
"In FY23, we had 7% of employees participating  in each of these programs  Governance  Aim for 100% of employees certified Annual 99% of employees certified adherence to the  to our annual Code of Business Conduct Code of Business Conduct and Ethics  and Ethics Pe  Maintain zero monetary losses asaresult Annual [9 9 Continued to have zero monetary losses as a  of legal proceedings associated with result of legal proceedings associated with  anti-competitive behavior regulations anti-competitive behavior regulations  5 The target year was restated from FY23 to FY25 to adjust for participation rates from the first-year launch of the new Volunteer Time-Off and Company Match  Programs.","{'numbers': ['zero', '9', 'zero', '5'], 'metrics': ['7%', '100%', 'Annual 99%'], 'dates': ['Annual', 'year', 'first-year']}"
"FY 2023 ESG Report 17  Sound governance of our ESG program is  our top priority, and we continue to find  ways to strengthen oversight and manage  risk.","{'numbers': ['17'], 'metrics': [], 'dates': ['2023']}"
"As of the  end of FY23, 10 out of 11 directors were  independent.","{'numbers': ['10', '11'], 'metrics': [], 'dates': []}"
The Nominating and Governance Committee | Board of Directors  has overall oversight of ESG and receives  quarterly updates on our ESG progress  and performance.,"{'numbers': [], 'metrics': [], 'dates': ['quarterly']}"
"The Audit Committee  receives quarterly updates from senior ESG Committee  executives on our complia nce programs, Global Business Function Executive Leads  including those related to ESG, such as  monitoring anti-corruption, enhancing  training on ethics, supply chain risk ESG Working Groups  management and compliance with export Global Business Function Management Leads  restrictions.","{'numbers': [], 'metrics': [], 'dates': ['quarterly']}"
"Senior management also  updates the chair of the Audit Committee Responsible  on a quarterly or more frequent basis, Working Group Working Group Working Group Joes Via Environmental Social Governance  Working Group as needed.","{'numbers': [], 'metrics': [], 'dates': ['quarterly']}"
FY 2023 ESG Report 18  we have detailed in the Human Capital  Governance section below.,"{'numbers': ['18'], 'metrics': [], 'dates': ['2023']}"
"We also have four ESG Working Groups:  Environmental, Social, Governance and  the newest, Responsible Product Design.","{'numbers': ['four'], 'metrics': [], 'dates': []}"
"FY 2023 ESG Report Social Governance Appendix Back to Table of Contents  overseeing, executing and monitoring  performance for their respective program.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Groups meet monthly to ensure alignment  across the company, inform the ESG  strategy, and to track, measure and report  on the progress on ESG goals and key  initiatives.","{'numbers': [], 'metrics': [], 'dates': ['monthly']}"
"We conduct  talent reviews and annual succession  planning, and the Board receives regular  updates from senior management in these  areas, as well as in other areas, such as  attrition, management talent assessment  and employee survey results.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"At the Board level,  we make quarterly updates through the  Nominating and Governance Committee  and an annual update to the full Board.","{'numbers': [], 'metrics': [], 'dates': ['quarterly', 'annual']}"
"FY 2023 ESG Report Social Governance Appendix  a RS A 5 A  rte OF Ye Sgt Tom = *<, gee  mh 9) 587 ty Ch :  aM |  IA J  |  i  Hite Back to Table of Contents   Resilience  To help manage corporate risks, we have  an Enterprise Risk Management process  in place.","{'numbers': ['5', '9', '587'], 'metrics': [], 'dates': ['2023']}"
The risk  assessment is updated and reviewed  and discussed in detail with the Audit  Committee and reviewed with the  Board of Directors annually.,"{'numbers': [], 'metrics': [], 'dates': ['annually']}"
"FY 2023 ESG Report 21  We are a fabless semiconductor company,  meaning that we do not manufacture  any of our own products and rely on  suppliers to manufacture, assemble and  test our products.","{'numbers': ['21'], 'metrics': [], 'dates': ['2023']}"
"Goals  Pursue 100% top Tier 1* suppliers  audited in the past two years by the  Responsible Business Alliance Validated  Assessment Program (RBA VAP) (FY25)  In progress  Pursue 100% Responsible Minerals  Assurance Process (RMAP)-compliant  tantalum, tin, tungsten and gold  processing facilities (FY25)  In progress We communicate our requirements for  compliance with the Code during supplier  onboarding and at other key touchpoints  with suppliers.","{'numbers': [], 'metrics': ['100%', '100%'], 'dates': ['Tier 1', 'the past two years']}"
"Our priority is our  Tier 1 suppliers,  which represent  80% of our direct  supplier spend.","{'numbers': [], 'metrics': ['80%'], 'dates': []}"
"Our suppliers, and others in the industry,  are audited by third parties to ensure they  are complying with the RBA Code.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"Our priority is our Tier 1  suppliers, which represent 80% of our direct  supplier spend.","{'numbers': [], 'metrics': ['80%'], 'dates': []}"
"We hold Quarterly Business  Reviews (QBRs), in which we communicate  the importance of compliance with the  * Tier 1 is defined as direct suppliers.","{'numbers': ['1'], 'metrics': [], 'dates': ['Quarterly']}"
Top Tier 1 suppliers make up 80% of our direct supplier spend.,"{'numbers': [], 'metrics': ['80%'], 'dates': []}"
"FY 2023 ESG Report 22  Semiconductors are a truly global product, which rely on complex supply chains as well as steady trade  conditions, a secure flow of resources, expert talent and multiple levels of specialized manufacturing.","{'numbers': ['22'], 'metrics': [], 'dates': ['2023']}"
partners) and support  lun  eo ¢@  Materials sourcing  (Materials partners)  Third-party [| Marvell [| suppliers [| Customers  3 Outsourced Semiconductor Assembly and Test  RBA and which help ensure our suppliers  are successful in completing audits.,"{'numbers': ['3'], 'metrics': [], 'dates': []}"
"As of the end of FY23, 83% of our  top Tier 1 suppliers were audited through  VAP, compared to 76% in FY22, and we are  pursuing a goal of 100% by 2025.","{'numbers': [], 'metrics': ['83%', '76%', '100%'], 'dates': ['2025']}"
"FY 2023 ESG Report and tools are co-developed in partnership  with RBA to improve measurement of  environmental impact, enable higher  resource efficiency and building industry  capacity and performance.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"These include  an emissions management tool, an annual  environmental survey, an environmental  maturity profile, supplier trainings as well  as new e-waste and circular economy  working groups.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"In  calendar year 2022, 64.5% of the processing  facilities by our suppliers were RMAP-  conforming, a decline of 2.7% compared to  2021, due to the inaccessibility of Russian  smelters.","{'numbers': [], 'metrics': ['64.5%', '2.7%'], 'dates': ['year 2022', '2021']}"
We will continue to work toward  our goal of 100% by 2025.,"{'numbers': [], 'metrics': ['100%'], 'dates': ['2025']}"
"FY 2023 ESG Report Social Governance Appendix  Beyond Compliance  While participation in RBA and use of  the RMAP standard form the basis of our  engagements with our Tier 1 suppliers, we  view suppliers as partners and seek out  broader and deeper discussions on ESG.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"As part of our business continuity  process, we use a third-party tool to map,  assess and monitor supply chain operations  and receive timely alerts about incidents  that take place in the vicinity of supplier  sites that could impact operations, logistics  and infrastructure in an incident area.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"Addressing the impact of climate change  requires action across society, and we  believe that as a semiconductor industry  leader with thousands of employees and  operations and customers globally, we  have a responsibility to act.","{'numbers': ['thousands'], 'metrics': [], 'dates': []}"
"In FY23, we  took several important steps to lay the  Goals  Set and validate a science-based target  (SBT) aligned to a 1.5°C climate scenario  and work toward developing a net zero  goal (FY24)  In progress  Develop a low-carbon transition plan  (FY23)  Complete  Conduct climate scenario analysis  aligned with the recommendations  of the Task Force on Climate-related  Financial Disclosures (TCFD) (FY23)  Complete  Marvell Technology, Inc.","{'numbers': ['1.5'], 'metrics': [], 'dates': []}"
"FY 2023 ESG Report foundations for our 2030 science-based  target, to develop a low-carbon transition  plan with a focus on renewable energy  procurement, and to better understand our  top physical and transition climate-related  risks and opportunities.","{'numbers': [], 'metrics': [], 'dates': ['2023', '2030']}"
"The workshops allowed us to identify  potential climate-related physical and  transition risks and opportunities, as well as  to evaluate our organizational vulnerability   short (up to 1 year), medium (1-3 years) and  long term (3-5 years) time horizons — as  well as longer-term horizons of 10-plus and  30-plus years, as our business and people  transition to a low-carbon economy.","{'numbers': ['10-plus'], 'metrics': [], 'dates': ['up to 1 year', '1-3 years', '3-5 years', '30-plus years']}"
"For our analysis of top physical climate-related risks, we selected  three SSP scenarios, SSP 1-2.6, SSP 2-4.5, and SSP 5-8.5,** to  represent lower and upper boundary conditions and support our  analysis under both low-carbon transition as well as business-as-  usual and worst-case scenario emissions trajectories.","{'numbers': ['three', '1', '2', '5'], 'metrics': [], 'dates': []}"
"The SSP1-2.6  scenario is aligned with a 1.8°C warming and served as a “best-case  scenario,” in which global CO, emissions are cut severely, but not  as fast as in the 1.5°C scenario, reaching net zero after 2050.","{'numbers': ['1.8', '1.5'], 'metrics': [], 'dates': ['2050']}"
"The a SSP2-4.5, which is aligned with 2.7°C warming, is a “middle-of-the-  ,» road scenario,” in which CO, emissions hover around current levels  before starting to fall mid-century, but do not reach net zero by  2100.","{'numbers': ['2.7', 'zero'], 'metrics': [], 'dates': ['mid-century', '2100']}"
"Finally, the SSP5-8.5 scenario, which is aligned with 4.7°C  and opportunities for our business, we warming, was considered a “pessimistic scenario,” in which current  analyzed our risk exposure across all six CO, emissions levels roughly double by 2050.","{'numbers': ['SSP5-8.5', '4.7', 'six'], 'metrics': [], 'dates': ['2050']}"
This analysis provided an  indication of how resilient our strategy is to  different future carbon policy developments ae  that are aligned to a 1.5°-2° C world.,"{'numbers': [], 'metrics': ['1.5°-2°'], 'dates': []}"
"We  also qualitatively evaluated how potential  changes to climate policies, as well as  technological, market and reputational  cha nges, could create future risks and ** SSP1-2.6 is reflective of the Shared Socioeconomic Pathway (SSP) 1 scenario  opportunities for us.","{'numbers': ['1'], 'metrics': [], 'dates': []}"
(“Sustainability”) with Representative Concentration Pathway (RCP) 2.6; SSP 2-4.5 is  reflective of the SSP 2 scenario (“Middle of the Road”) with RCP 4.5; SSP 5-8.5 is reflective  of the SSP 5 scenario (“Fossil-fueled Development”) with RCP 4.5.,"{'numbers': ['2.6', '2', '2', '4.5', '5', '5', '4.5'], 'metrics': [], 'dates': []}"
"Climate Scenarios  To obtain an in-depth understanding of  our top physical risks, we conducted a  TCFD-aligned quantitative climate scenario  analysis using the Shared Socioeconomic  Pathways (SSP) scenarios across the 2030  and 2050 time frames, which leverage  Intergovernmental Panel for Climate Change  (IPCC)'s Sixth Assessment Report (AR6)  climate models.","{'numbers': [], 'metrics': [], 'dates': ['2030', '2050']}"
"To assess and evaluate the transition risks  For our analysis of climate-related transition risks, we analyzed the  impacts of all six NGFS scenarios that range between current policies  to more ambitious net zero by 2050 and below 2°C scenarios for 2030  and 2050.","{'numbers': ['six', 'zero'], 'metrics': [], 'dates': ['2050', '2030', '2050']}"
Our efforts  to set a science-based target aligned with a 1.5°C scenario could  significantly mitigate our future transition risk exposure.,"{'numbers': ['1.5'], 'metrics': [], 'dates': []}"
